query_id,user_id,benchmark_tier,query_type,seed_rank,seed_event_id,relation,expanded_event_id,is_first_discovery,expansion_rank,is_high_memory_load
tokyo_130084_relational_between,130084,stress_test,relational_between,4,2018_2179324__event_001,SELF,2018_2179324__event_001,True,9,True
tokyo_130084_relational_between,130084,stress_test,relational_between,4,2018_2179324__event_001,NEXT,2018_2179324__event_002,True,10,True
tokyo_130084_relational_between,130084,stress_test,relational_between,5,2018_2179342__event_001,SELF,2018_2179342__event_001,True,11,True
tokyo_130084_relational_between,130084,stress_test,relational_between,5,2018_2179342__event_001,NEXT,2018_2179342__event_002,True,12,True
tokyo_130568_relational_between,130568,stress_test,relational_between,1,2018_2187162__event_002,SELF,2018_2187162__event_002,True,1,False
tokyo_130568_relational_between,130568,stress_test,relational_between,1,2018_2187162__event_002,PREVIOUS,2018_2187162__event_001,True,2,False
tokyo_130568_relational_between,130568,stress_test,relational_between,1,2018_2187162__event_002,NEXT,2018_2187162__event_003,True,3,False
tokyo_130568_relational_between,130568,stress_test,relational_between,2,2018_2187165__event_004,SELF,2018_2187165__event_004,True,4,False
tokyo_130568_relational_between,130568,stress_test,relational_between,2,2018_2187165__event_004,PREVIOUS,2018_2187165__event_003,True,5,False
tokyo_130568_relational_between,130568,stress_test,relational_between,2,2018_2187165__event_004,NEXT,2018_2187165__event_005,True,6,False
tokyo_130568_relational_between,130568,stress_test,relational_between,3,2018_2187170__event_002,SELF,2018_2187170__event_002,True,7,False
tokyo_130568_relational_between,130568,stress_test,relational_between,3,2018_2187170__event_002,PREVIOUS,2018_2187170__event_001,True,8,False
tokyo_130568_relational_between,130568,stress_test,relational_between,3,2018_2187170__event_002,NEXT,2018_2187170__event_003,True,9,False
tokyo_130568_relational_between,130568,stress_test,relational_between,4,2018_2187168__event_001,SELF,2018_2187168__event_001,True,10,False
tokyo_130568_relational_between,130568,stress_test,relational_between,4,2018_2187168__event_001,NEXT,2018_2187168__event_002,True,11,False
tokyo_130568_relational_between,130568,stress_test,relational_between,5,2018_2187166__event_001,SELF,2018_2187166__event_001,True,12,False
tokyo_130568_relational_between,130568,stress_test,relational_between,5,2018_2187166__event_001,NEXT,2018_2187166__event_002,True,13,False
tokyo_130777_relational_between,130777,stress_test,relational_between,1,2018_2190768__event_002,SELF,2018_2190768__event_002,True,1,False
tokyo_130777_relational_between,130777,stress_test,relational_between,1,2018_2190768__event_002,PREVIOUS,2018_2190768__event_001,True,2,False
tokyo_130777_relational_between,130777,stress_test,relational_between,1,2018_2190768__event_002,NEXT,2018_2190768__event_003,True,3,False
tokyo_130777_relational_between,130777,stress_test,relational_between,2,2018_2190768__event_004,SELF,2018_2190768__event_004,True,4,False
tokyo_130777_relational_between,130777,stress_test,relational_between,2,2018_2190768__event_004,PREVIOUS,2018_2190768__event_003,False,,False
tokyo_130777_relational_between,130777,stress_test,relational_between,2,2018_2190768__event_004,NEXT,2018_2190768__event_005,True,5,False
tokyo_130777_relational_between,130777,stress_test,relational_between,3,2018_2190703__event_003,SELF,2018_2190703__event_003,True,6,False
tokyo_130777_relational_between,130777,stress_test,relational_between,3,2018_2190703__event_003,PREVIOUS,2018_2190703__event_002,True,7,False
tokyo_130777_relational_between,130777,stress_test,relational_between,4,2018_2190727__event_001,SELF,2018_2190727__event_001,True,8,False
tokyo_130777_relational_between,130777,stress_test,relational_between,4,2018_2190727__event_001,NEXT,2018_2190727__event_002,True,9,False
tokyo_130777_relational_between,130777,stress_test,relational_between,5,2018_2190763__event_001,SELF,2018_2190763__event_001,True,10,False
tokyo_130777_relational_between,130777,stress_test,relational_between,5,2018_2190763__event_001,NEXT,2018_2190763__event_002,True,11,False
tokyo_130872_relational_between,130872,stress_test,relational_between,1,2018_2192471__event_002,SELF,2018_2192471__event_002,True,1,False
tokyo_130872_relational_between,130872,stress_test,relational_between,1,2018_2192471__event_002,PREVIOUS,2018_2192471__event_001,True,2,False
tokyo_130872_relational_between,130872,stress_test,relational_between,2,2018_2192464__event_003,SELF,2018_2192464__event_003,True,3,False
tokyo_130872_relational_between,130872,stress_test,relational_between,2,2018_2192464__event_003,PREVIOUS,2018_2192464__event_002,True,4,False
tokyo_130872_relational_between,130872,stress_test,relational_between,2,2018_2192464__event_003,NEXT,2018_2192464__event_004,True,5,False
tokyo_130872_relational_between,130872,stress_test,relational_between,3,2018_2192442__event_002,SELF,2018_2192442__event_002,True,6,False
tokyo_130872_relational_between,130872,stress_test,relational_between,3,2018_2192442__event_002,PREVIOUS,2018_2192442__event_001,True,7,False
tokyo_130872_relational_between,130872,stress_test,relational_between,3,2018_2192442__event_002,NEXT,2018_2192442__event_003,True,8,False
tokyo_130872_relational_between,130872,stress_test,relational_between,4,2018_2192462__event_002,SELF,2018_2192462__event_002,True,9,False
tokyo_130872_relational_between,130872,stress_test,relational_between,4,2018_2192462__event_002,PREVIOUS,2018_2192462__event_001,True,10,False
tokyo_130872_relational_between,130872,stress_test,relational_between,5,2018_2192457__event_002,SELF,2018_2192457__event_002,True,11,False
tokyo_130872_relational_between,130872,stress_test,relational_between,5,2018_2192457__event_002,PREVIOUS,2018_2192457__event_001,True,12,False
tokyo_130872_relational_between,130872,stress_test,relational_between,5,2018_2192457__event_002,NEXT,2018_2192457__event_003,True,13,False
tokyo_131525_relational_between,131525,stress_test,relational_between,1,2018_2202064__event_002,SELF,2018_2202064__event_002,True,1,False
tokyo_131525_relational_between,131525,stress_test,relational_between,1,2018_2202064__event_002,PREVIOUS,2018_2202064__event_001,True,2,False
tokyo_131525_relational_between,131525,stress_test,relational_between,1,2018_2202064__event_002,NEXT,2018_2202064__event_003,True,3,False
tokyo_131525_relational_between,131525,stress_test,relational_between,2,2018_2202078__event_001,SELF,2018_2202078__event_001,True,4,False
tokyo_131525_relational_between,131525,stress_test,relational_between,2,2018_2202078__event_001,NEXT,2018_2202078__event_002,True,5,False
tokyo_131525_relational_between,131525,stress_test,relational_between,3,2018_2202056__event_002,SELF,2018_2202056__event_002,True,6,False
tokyo_131525_relational_between,131525,stress_test,relational_between,3,2018_2202056__event_002,PREVIOUS,2018_2202056__event_001,True,7,False
tokyo_131525_relational_between,131525,stress_test,relational_between,3,2018_2202056__event_002,NEXT,2018_2202056__event_003,True,8,False
tokyo_131525_relational_between,131525,stress_test,relational_between,4,2018_2202055__event_002,SELF,2018_2202055__event_002,True,9,False
tokyo_131525_relational_between,131525,stress_test,relational_between,4,2018_2202055__event_002,PREVIOUS,2018_2202055__event_001,True,10,False
tokyo_131525_relational_between,131525,stress_test,relational_between,5,2018_2202064__event_001,SELF,2018_2202064__event_001,False,,False
tokyo_131525_relational_between,131525,stress_test,relational_between,5,2018_2202064__event_001,NEXT,2018_2202064__event_002,False,,False
tokyo_132723_relational_between,132723,stress_test,relational_between,1,2018_2219866__event_001,SELF,2018_2219866__event_001,True,1,True
tokyo_132723_relational_between,132723,stress_test,relational_between,1,2018_2219866__event_001,NEXT,2018_2219866__event_002,True,2,True
tokyo_132723_relational_between,132723,stress_test,relational_between,2,2018_2219923__event_002,SELF,2018_2219923__event_002,True,3,True
tokyo_132723_relational_between,132723,stress_test,relational_between,2,2018_2219923__event_002,PREVIOUS,2018_2219923__event_001,True,4,True
tokyo_132723_relational_between,132723,stress_test,relational_between,3,2018_2219917__event_002,SELF,2018_2219917__event_002,True,5,True
tokyo_132723_relational_between,132723,stress_test,relational_between,3,2018_2219917__event_002,PREVIOUS,2018_2219917__event_001,True,6,True
tokyo_132723_relational_between,132723,stress_test,relational_between,3,2018_2219917__event_002,NEXT,2018_2219917__event_003,True,7,True
tokyo_132723_relational_between,132723,stress_test,relational_between,4,2018_2219894__event_002,SELF,2018_2219894__event_002,True,8,True
tokyo_132723_relational_between,132723,stress_test,relational_between,4,2018_2219894__event_002,PREVIOUS,2018_2219894__event_001,True,9,True
tokyo_132723_relational_between,132723,stress_test,relational_between,5,2018_2219871__event_001,SELF,2018_2219871__event_001,True,10,True
