user_id,trail_count,checkin_count,in_main_cohort,in_high_memory_load_cohort
23925,21,50,True,True
239553,9,24,False,False
239649,3,6,False,False
24061,4,9,False,False
240891,3,6,False,False
24167,3,6,False,False
24179,7,17,False,False
243099,9,21,False,False
24328,3,13,False,False
245145,3,6,False,False
245177,3,11,False,False
24569,3,11,False,False
24593,7,26,False,False
24620,23,70,True,True
24664,26,69,True,True
24709,8,20,False,False
247354,4,13,False,False
24741,4,13,False,False
24765,23,54,True,True
24917,6,15,False,False
24986,8,17,False,False
250290,4,8,False,False
252604,3,7,False,False
25324,8,20,False,False
253747,7,19,False,False
254821,6,15,False,False
254908,12,33,True,False
255177,3,8,False,False
256564,4,9,False,False
25809,3,6,False,False
2586,5,17,False,False
258736,4,9,False,False
258794,3,7,False,False
258886,3,6,False,False
259163,13,34,True,False
260853,3,7,False,False
260947,3,7,False,False
26096,5,13,False,False
261432,5,12,False,False
262274,5,12,False,False
263152,13,31,True,False
263308,3,9,False,False
263345,4,8,False,False
264627,35,85,True,True
26544,4,8,False,False
265711,6,17,False,False
26631,4,10,False,False
267210,5,10,False,False
267704,11,60,True,False
26786,78,319,True,True
26878,8,17,False,False
26928,3,6,False,False
269715,3,7,False,False
27017,6,12,False,False
270543,8,19,False,False
270782,6,18,False,False
2712,6,12,False,False
27168,4,15,False,False
272967,5,11,False,False
27305,4,9,False,False
273056,6,12,False,False
273073,7,14,False,False
27334,5,12,False,False
27549,3,22,False,False
27763,3,11,False,False
277915,18,43,True,False
278519,4,10,False,False
27979,3,6,False,False
280210,24,72,True,True
280406,4,9,False,False
280461,5,10,False,False
281389,3,10,False,False
281448,15,40,True,False
282939,3,6,False,False
283450,40,113,True,True
283529,4,9,False,False
283626,5,11,False,False
284379,3,6,False,False
28541,8,22,False,False
286142,15,38,True,False
286382,12,25,True,False
28664,22,60,True,True
28697,16,41,True,False
28807,3,6,False,False
28845,7,15,False,False
290806,15,39,True,False
29104,3,6,False,False
291864,4,11,False,False
29218,4,10,False,False
293429,4,9,False,False
294663,6,26,False,False
29500,3,6,False,False
29501,17,38,True,False
296588,3,7,False,False
296685,7,14,False,False
297045,4,8,False,False
29757,19,41,True,False
29764,11,28,True,False
29796,9,25,False,False
298435,3,7,False,False
298696,8,17,False,False
298885,3,6,False,False
299229,3,6,False,False
299507,3,6,False,False
299722,6,15,False,False
300502,3,6,False,False
301467,3,6,False,False
30335,4,10,False,False
305245,4,8,False,False
305533,6,16,False,False
30561,4,9,False,False
305637,3,6,False,False
30824,6,15,False,False
308665,6,13,False,False
308985,9,21,False,False
31155,3,7,False,False
31204,13,27,True,False
31225,3,6,False,False
312594,10,26,True,False
312600,9,28,False,False
312647,5,11,False,False
313674,5,15,False,False
313761,4,9,False,False
313782,3,10,False,False
31390,6,12,False,False
314583,3,8,False,False
315133,3,6,False,False
315554,3,7,False,False
31691,5,14,False,False
31713,5,10,False,False
317733,6,23,False,False
317999,4,10,False,False
319222,3,8,False,False
31956,3,6,False,False
319705,4,27,False,False
32058,4,10,False,False
320975,4,16,False,False
32109,5,12,False,False
32129,9,20,False,False
321425,3,8,False,False
321609,3,6,False,False
32177,8,17,False,False
322157,3,6,False,False
322271,3,7,False,False
322366,3,9,False,False
32371,4,9,False,False
32501,6,15,False,False
32545,44,108,True,True
325605,35,89,True,True
325824,3,9,False,False
326490,6,22,False,False
327270,5,10,False,False
32853,8,22,False,False
328941,12,26,True,False
329069,3,6,False,False
32932,3,6,False,False
329348,7,17,False,False
33073,5,11,False,False
332026,5,10,False,False
33252,8,17,False,False
333385,8,18,False,False
333755,6,14,False,False
33474,3,7,False,False
335212,4,8,False,False
335267,3,6,False,False
336199,4,8,False,False
33753,3,11,False,False
337892,9,19,False,False
33803,9,20,False,False
338344,6,19,False,False
33902,10,58,True,False
339444,13,33,True,False
339743,3,6,False,False
33990,4,8,False,False
340642,3,10,False,False
340953,3,6,False,False
342180,22,55,True,True
342355,4,10,False,False
34258,18,71,True,False
342814,3,7,False,False
343755,6,16,False,False
343818,3,6,False,False
344217,7,16,False,False
344926,3,8,False,False
34642,10,27,True,False
347501,10,20,True,False
348059,20,67,True,True
348682,12,26,True,False
34874,3,7,False,False
34903,3,9,False,False
349775,3,8,False,False
35003,3,6,False,False
35009,3,9,False,False
350248,25,64,True,True
35059,6,14,False,False
350606,3,7,False,False
350891,6,13,False,False
351466,4,13,False,False
35190,5,10,False,False
352013,7,17,False,False
352081,5,12,False,False
3530,4,8,False,False
353022,3,6,False,False
353034,3,7,False,False
353167,8,21,False,False
353227,6,15,False,False
355495,7,15,False,False
356419,16,38,True,False
35654,5,10,False,False
35686,4,13,False,False
35718,12,28,True,False
357546,3,8,False,False
357951,3,7,False,False
359123,3,6,False,False
35960,3,13,False,False
35972,3,7,False,False
3600,5,10,False,False
360629,3,7,False,False
361167,3,7,False,False
361803,8,18,False,False
36201,3,8,False,False
362611,7,14,False,False
362630,11,24,True,False
363426,3,10,False,False
36437,4,8,False,False
364477,8,18,False,False
364844,3,7,False,False
36487,19,59,True,False
365381,13,32,True,False
365869,10,24,True,False
366272,4,9,False,False
366456,5,13,False,False
366516,4,8,False,False
366933,3,6,False,False
366981,3,6,False,False
36705,5,11,False,False
367719,3,6,False,False
368074,3,6,False,False
36841,3,9,False,False
368819,5,10,False,False
37068,9,18,False,False
371175,3,6,False,False
371457,7,17,False,False
371999,14,52,True,False
37224,6,19,False,False
375569,7,15,False,False
376214,5,10,False,False
378146,3,6,False,False
380567,8,17,False,False
382681,3,7,False,False
382872,3,7,False,False
38317,3,6,False,False
387844,6,25,False,False
388650,4,8,False,False
389512,4,12,False,False
39003,9,23,False,False
39088,5,11,False,False
39125,3,6,False,False
393702,6,13,False,False
395074,3,8,False,False
39628,5,13,False,False
398245,4,11,False,False
40645,4,9,False,False
41047,3,6,False,False
41088,46,116,True,True
41305,6,14,False,False
41390,8,17,False,False
41868,4,9,False,False
41902,17,52,True,False
42282,11,24,True,False
42699,3,6,False,False
42847,4,9,False,False
4285,3,6,False,False
43201,3,6,False,False
43381,5,10,False,False
43703,8,19,False,False
43794,7,19,False,False
43917,4,10,False,False
44139,6,14,False,False
44616,10,39,True,False
44878,3,6,False,False
45173,8,24,False,False
45189,13,32,True,False
45205,70,199,True,True
45426,5,10,False,False
45515,3,6,False,False
45602,4,8,False,False
45882,6,12,False,False
46308,4,11,False,False
46658,3,7,False,False
46772,3,10,False,False
47112,4,12,False,False
47479,5,14,False,False
47796,7,14,False,False
48174,9,33,False,False
48367,4,8,False,False
48456,4,9,False,False
48791,9,20,False,False
48933,3,6,False,False
49011,5,12,False,False
49080,4,8,False,False
49234,3,7,False,False
49735,6,17,False,False
50046,25,55,True,True
50066,3,6,False,False
50551,3,10,False,False
50912,8,17,False,False
51031,22,55,True,True
51100,9,24,False,False
51185,4,8,False,False
51483,8,23,False,False
51485,4,14,False,False
51516,14,36,True,False
51822,7,14,False,False
51911,4,10,False,False
52245,3,11,False,False
52267,3,6,False,False
52568,4,9,False,False
52894,20,46,True,True
53037,4,8,False,False
53205,18,45,True,False
53405,10,26,True,False
53502,8,17,False,False
54234,8,20,False,False
54989,4,9,False,False
55233,3,8,False,False
55985,14,32,True,False
55999,6,12,False,False
56291,3,7,False,False
56352,5,14,False,False
56991,3,6,False,False
57782,3,11,False,False
57856,3,6,False,False
58650,8,16,False,False
58781,3,6,False,False
59554,11,23,True,False
59777,6,15,False,False
60393,57,192,True,True
60435,4,9,False,False
60470,8,19,False,False
60719,3,9,False,False
6088,3,6,False,False
60998,5,13,False,False
61142,8,37,False,False
62952,9,22,False,False
68308,6,14,False,False
70414,4,15,False,False
70459,3,9,False,False
70564,42,108,True,True
70703,19,50,True,False
70934,4,10,False,False
71710,3,7,False,False
71746,4,8,False,False
72012,7,22,False,False
72050,4,8,False,False
72210,17,43,True,False
72267,3,9,False,False
72444,21,47,True,True
72617,8,17,False,False
72645,6,13,False,False
72833,3,7,False,False
73117,4,8,False,False
73392,3,6,False,False
73464,3,10,False,False
73644,4,9,False,False
73855,3,6,False,False
74016,4,9,False,False
74023,3,6,False,False
74026,5,10,False,False
74059,3,7,False,False
74188,13,39,True,False
74326,3,7,False,False
74402,3,6,False,False
74610,3,8,False,False
74982,10,24,True,False
75035,7,17,False,False
76264,10,29,True,False
76605,4,10,False,False
76804,3,7,False,False
76903,6,15,False,False
77922,5,10,False,False
78093,4,8,False,False
78286,35,84,True,True
78399,4,10,False,False
78463,9,25,False,False
78634,4,10,False,False
78718,8,18,False,False
78775,6,13,False,False
79139,13,37,True,False
79152,3,8,False,False
79562,5,17,False,False
79719,30,77,True,True
80051,16,36,True,False
80091,3,7,False,False
80175,3,18,False,False
80415,11,25,True,False
80432,5,11,False,False
80480,20,52,True,True
80572,3,7,False,False
80574,7,14,False,False
80696,5,11,False,False
81167,3,8,False,False
81229,3,10,False,False
81397,3,6,False,False
81616,3,10,False,False
81715,3,8,False,False
81749,4,9,False,False
81963,4,8,False,False
82164,4,9,False,False
82248,3,7,False,False
82399,4,8,False,False
82458,5,14,False,False
82522,7,14,False,False
82874,3,9,False,False
83341,6,14,False,False
83454,3,8,False,False
83642,4,9,False,False
83884,4,9,False,False
84038,6,15,False,False
84220,3,6,False,False
85086,4,8,False,False
85148,4,8,False,False
85186,3,6,False,False
85387,6,15,False,False
85506,3,6,False,False
86218,4,11,False,False
86792,3,8,False,False
86988,27,65,True,True
87391,12,31,True,False
87537,3,11,False,False
87683,6,17,False,False
88625,17,47,True,False
88669,5,10,False,False
88787,6,14,False,False
88793,23,52,True,True
89186,8,20,False,False
89607,9,23,False,False
901,5,26,False,False
90883,7,16,False,False
91654,3,6,False,False
97607,10,22,True,False
98438,4,9,False,False
99108,3,6,False,False
99164,8,25,False,False
99845,3,7,False,False
99981,3,6,False,False
