trail_id,user_id,venue_id,latitude,longitude,name,address,venue_category,venue_category_id,venue_category_id_code,venue_city,venue_city_latitude,venue_city_longitude,venue_country,timestamp
2018_23868,1172,374,35.60353485022223,139.3634499350297,ライコランド 多摩境店,小山ヶ丘4-3-5,Motorcycle Shop,5032833091d4c4b30a586d60,250,Hachiōji,35.65583,139.32389,JP,2017-12-29 09:04:00
2018_23868,1172,4088,35.583516,139.355814,相模原2りんかん,中央区小山3-37-1,Motorcycle Shop,5032833091d4c4b30a586d60,250,Hachiōji,35.65583,139.32389,JP,2017-12-29 09:16:00
2018_23868,1172,4543,35.597259910396374,139.3114260486873,町田商店 城山店,緑区原宿2-10-4,Ramen Restaurant,55a59bace4b013909087cb24,335,Hachiōji,35.65583,139.32389,JP,2017-12-29 11:20:00
2018_23870,1172,4543,35.597259910396374,139.3114260486873,町田商店 城山店,緑区原宿2-10-4,Ramen Restaurant,55a59bace4b013909087cb24,335,Hachiōji,35.65583,139.32389,JP,2018-01-02 09:29:00
2018_23870,1172,923,35.575954890414366,139.36664632327975,ENEOS Dr. DriveセルフR16相模原店,中央区清新3-1-2,Gas Station,4bf58dd8d48988d113951735,28,Hachiōji,35.65583,139.32389,JP,2018-01-02 16:03:00
2018_23876,1172,2693,35.60271853742271,139.36496166598786,ファミリーマート 町田多摩境店,小山ヶ丘5-1-4,Convenience Store,4d954b0ea243a5684a65b473,215,Hachiōji,35.65583,139.32389,JP,2018-01-14 03:06:00
2018_23876,1172,1254,35.553984,139.261701,オギノパン 本社工場直売店,緑区長竹2841,Bakery,4bf58dd8d48988d16a941735,100,Hachiōji,35.65583,139.32389,JP,2018-01-14 04:03:00
2018_23876,1172,358,35.539018,139.223096,鳥居原ふれあいの館,緑区鳥屋1674,Farmers Market,4bf58dd8d48988d1fa941735,195,Hachiōji,35.65583,139.32389,JP,2018-01-14 04:38:00
2018_23876,1172,374,35.60353485022223,139.3634499350297,ライコランド 多摩境店,小山ヶ丘4-3-5,Motorcycle Shop,5032833091d4c4b30a586d60,250,Hachiōji,35.65583,139.32389,JP,2018-01-14 06:46:00
2018_23879,1172,358,35.539018,139.223096,鳥居原ふれあいの館,緑区鳥屋1674,Farmers Market,4bf58dd8d48988d1fa941735,195,Hachiōji,35.65583,139.32389,JP,2018-01-21 07:10:00
2018_23879,1172,1254,35.553984,139.261701,オギノパン 本社工場直売店,緑区長竹2841,Bakery,4bf58dd8d48988d16a941735,100,Hachiōji,35.65583,139.32389,JP,2018-01-21 08:24:00
2018_23879,1172,2569,35.58975370633101,139.30810191704714,ENEOS Dr. Drive城山店,緑区向原4丁目1-21,Gas Station,4bf58dd8d48988d113951735,28,Hachiōji,35.65583,139.32389,JP,2018-01-21 08:55:00
2018_23883,1172,2693,35.60271853742271,139.36496166598786,ファミリーマート 町田多摩境店,小山ヶ丘5-1-4,Convenience Store,4d954b0ea243a5684a65b473,215,Hachiōji,35.65583,139.32389,JP,2018-01-29 10:27:00
2018_23883,1172,4543,35.597259910396374,139.3114260486873,町田商店 城山店,緑区原宿2-10-4,Ramen Restaurant,55a59bace4b013909087cb24,335,Hachiōji,35.65583,139.32389,JP,2018-01-29 10:56:00
2018_23883,1172,1057,35.6061296643717,139.3171331468694,セブンイレブン 町田相原店,相原町2177-1,Convenience Store,4d954b0ea243a5684a65b473,215,Hachiōji,35.65583,139.32389,JP,2018-01-29 11:44:00
2018_23884,1172,1605,35.60337189824927,139.37211686186492,オートバックス 多摩境店,小山ヶ丘2-3-4,Automotive Shop,4bf58dd8d48988d124951735,52,Hachiōji,35.65583,139.32389,JP,2018-01-30 02:15:00
2018_23884,1172,214,35.602004112899714,139.3749052346156,カインズ 町田多摩境店,小山ヶ丘3-6-6,Furniture / Home Store,4bf58dd8d48988d1f8941735,191,Hachiōji,35.65583,139.32389,JP,2018-01-30 03:05:00
2018_23885,1172,374,35.60353485022223,139.3634499350297,ライコランド 多摩境店,小山ヶ丘4-3-5,Motorcycle Shop,5032833091d4c4b30a586d60,250,Hachiōji,35.65583,139.32389,JP,2018-01-31 02:48:00
2018_23885,1172,1057,35.6061296643717,139.3171331468694,セブンイレブン 町田相原店,相原町2177-1,Convenience Store,4d954b0ea243a5684a65b473,215,Hachiōji,35.65583,139.32389,JP,2018-01-31 06:30:00
2018_23885,1172,2693,35.60271853742271,139.36496166598786,ファミリーマート 町田多摩境店,小山ヶ丘5-1-4,Convenience Store,4d954b0ea243a5684a65b473,215,Hachiōji,35.65583,139.32389,JP,2018-01-31 08:02:00
2018_23888,1172,374,35.60353485022223,139.3634499350297,ライコランド 多摩境店,小山ヶ丘4-3-5,Motorcycle Shop,5032833091d4c4b30a586d60,250,Hachiōji,35.65583,139.32389,JP,2018-02-09 13:51:00
2018_23888,1172,2693,35.60271853742271,139.36496166598786,ファミリーマート 町田多摩境店,小山ヶ丘5-1-4,Convenience Store,4d954b0ea243a5684a65b473,215,Hachiōji,35.65583,139.32389,JP,2018-02-09 13:56:00
2018_23888,1172,3044,35.59605474320807,139.34386337264672,めん処 仁兵衛 橋本北口店,緑区橋本6-2-2,Ramen Restaurant,55a59bace4b013909087cb24,335,Hachiōji,35.65583,139.32389,JP,2018-02-09 14:16:00
2018_23894,1172,358,35.539018,139.223096,鳥居原ふれあいの館,緑区鳥屋1674,Farmers Market,4bf58dd8d48988d1fa941735,195,Hachiōji,35.65583,139.32389,JP,2018-02-17 07:05:00
2018_23894,1172,1254,35.553984,139.261701,オギノパン 本社工場直売店,緑区長竹2841,Bakery,4bf58dd8d48988d16a941735,100,Hachiōji,35.65583,139.32389,JP,2018-02-17 08:02:00
2018_23905,1172,409,35.666897,139.353553,ブロンコビリー,大和田町5-33-5,Steakhouse,4bf58dd8d48988d1cc941735,154,Hachiōji,35.65583,139.32389,JP,2018-03-17 11:55:00
2018_23905,1172,2693,35.60271853742271,139.36496166598786,ファミリーマート 町田多摩境店,小山ヶ丘5-1-4,Convenience Store,4d954b0ea243a5684a65b473,215,Hachiōji,35.65583,139.32389,JP,2018-03-17 14:38:00
2018_23911,1172,282,35.60248766689159,139.3695793300867,マクドナルド,小山ヶ丘3-22-1,Fast Food Restaurant,4bf58dd8d48988d16e941735,104,Hachiōji,35.65583,139.32389,JP,2018-03-26 23:46:00
2018_23911,1172,2693,35.60271853742271,139.36496166598786,ファミリーマート 町田多摩境店,小山ヶ丘5-1-4,Convenience Store,4d954b0ea243a5684a65b473,215,Hachiōji,35.65583,139.32389,JP,2018-03-27 07:45:00
2018_23915,1172,358,35.539018,139.223096,鳥居原ふれあいの館,緑区鳥屋1674,Farmers Market,4bf58dd8d48988d1fa941735,195,Hachiōji,35.65583,139.32389,JP,2018-04-01 06:40:00
2018_23915,1172,2569,35.58975370633101,139.30810191704714,ENEOS Dr. Drive城山店,緑区向原4丁目1-21,Gas Station,4bf58dd8d48988d113951735,28,Hachiōji,35.65583,139.32389,JP,2018-04-01 08:52:00
2018_23917,1172,3937,35.59590368411687,139.34615804722205,鳥貴族 橋本店,緑区橋本3-27-12,Sake Bar,4bf58dd8d48988d11c941735,40,Hachiōji,35.65583,139.32389,JP,2018-04-07 10:50:00
2018_23917,1172,1188,35.596673040590105,139.34590404073944,カラオケファンタジー 橋本北口店,緑区橋本3-30,Karaoke Box,5744ccdfe4b0c0459246b4bb,353,Hachiōji,35.65583,139.32389,JP,2018-04-07 13:39:00
2018_23921,1172,1281,35.59102544993985,139.34976518154144,アリオ橋本,緑区大山町1-22,Shopping Mall,4bf58dd8d48988d1fd941735,200,Hachiōji,35.65583,139.32389,JP,2018-04-15 00:52:00
2018_23921,1172,374,35.60353485022223,139.3634499350297,ライコランド 多摩境店,小山ヶ丘4-3-5,Motorcycle Shop,5032833091d4c4b30a586d60,250,Hachiōji,35.65583,139.32389,JP,2018-04-15 01:31:00
2018_23923,1172,3899,35.53894489221478,139.2221105285505,鳥居原ふれあいの館 男子トイレ,緑区鳥屋1674,Public Bathroom,5744ccdfe4b0c0459246b4c4,354,Hachiōji,35.65583,139.32389,JP,2018-04-22 06:53:00
2018_23923,1172,1254,35.553984,139.261701,オギノパン 本社工場直売店,緑区長竹2841,Bakery,4bf58dd8d48988d16a941735,100,Hachiōji,35.65583,139.32389,JP,2018-04-22 07:10:00
2018_23928,1172,3899,35.53894489221478,139.2221105285505,鳥居原ふれあいの館 男子トイレ,緑区鳥屋1674,Public Bathroom,5744ccdfe4b0c0459246b4c4,354,Hachiōji,35.65583,139.32389,JP,2018-05-06 06:33:00
2018_23928,1172,1254,35.553984,139.261701,オギノパン 本社工場直売店,緑区長竹2841,Bakery,4bf58dd8d48988d16a941735,100,Hachiōji,35.65583,139.32389,JP,2018-05-06 09:15:00
2018_23929,1172,1122,35.60610054406423,139.3174177289919,ガスト,相原町2174-1,Restaurant,4bf58dd8d48988d1c4941735,149,Hachiōji,35.65583,139.32389,JP,2018-05-12 12:06:00
2018_23929,1172,2569,35.58975370633101,139.30810191704714,ENEOS Dr. Drive城山店,緑区向原4丁目1-21,Gas Station,4bf58dd8d48988d113951735,28,Hachiōji,35.65583,139.32389,JP,2018-05-12 13:18:00
2018_23929,1172,4483,35.5430495475839,139.2178296525124,ファミリーマート 津久井宮が瀬店,緑区鳥屋1402-1,Convenience Store,4d954b0ea243a5684a65b473,215,Hachiōji,35.65583,139.32389,JP,2018-05-12 13:52:00
2018_23929,1172,2569,35.58975370633101,139.30810191704714,ENEOS Dr. Drive城山店,緑区向原4丁目1-21,Gas Station,4bf58dd8d48988d113951735,28,Hachiōji,35.65583,139.32389,JP,2018-05-12 19:22:00
2018_23931,1172,259,35.59360228184185,139.37752716066427,すき家,小山町959-1,Donburi Restaurant,55a59bace4b013909087cb0c,331,Hachiōji,35.65583,139.32389,JP,2018-05-19 23:43:00
2018_23931,1172,3899,35.53894489221478,139.2221105285505,鳥居原ふれあいの館 男子トイレ,緑区鳥屋1674,Public Bathroom,5744ccdfe4b0c0459246b4c4,354,Hachiōji,35.65583,139.32389,JP,2018-05-20 07:02:00
2018_23932,1172,2693,35.60271853742271,139.36496166598786,ファミリーマート 町田多摩境店,小山ヶ丘5-1-4,Convenience Store,4d954b0ea243a5684a65b473,215,Hachiōji,35.65583,139.32389,JP,2018-05-24 10:46:00
2018_23932,1172,374,35.60353485022223,139.3634499350297,ライコランド 多摩境店,小山ヶ丘4-3-5,Motorcycle Shop,5032833091d4c4b30a586d60,250,Hachiōji,35.65583,139.32389,JP,2018-05-24 10:54:00
2018_23932,1172,1281,35.59102544993985,139.34976518154144,アリオ橋本,緑区大山町1-22,Shopping Mall,4bf58dd8d48988d1fd941735,200,Hachiōji,35.65583,139.32389,JP,2018-05-24 11:06:00
2018_23935,1172,886,35.59774051057772,139.33655597627154,橋本郵便局,緑区西橋本5-2-1,Post Office,4bf58dd8d48988d172941735,106,Hachiōji,35.65583,139.32389,JP,2018-06-02 03:33:00
2018_23935,1172,3899,35.53894489221478,139.2221105285505,鳥居原ふれあいの館 男子トイレ,緑区鳥屋1674,Public Bathroom,5744ccdfe4b0c0459246b4c4,354,Hachiōji,35.65583,139.32389,JP,2018-06-02 07:25:00
2018_23935,1172,1254,35.553984,139.261701,オギノパン 本社工場直売店,緑区長竹2841,Bakery,4bf58dd8d48988d16a941735,100,Hachiōji,35.65583,139.32389,JP,2018-06-02 07:50:00
2018_23939,1172,3899,35.53894489221478,139.2221105285505,鳥居原ふれあいの館 男子トイレ,緑区鳥屋1674,Public Bathroom,5744ccdfe4b0c0459246b4c4,354,Hachiōji,35.65583,139.32389,JP,2018-06-17 00:08:00
2018_23939,1172,358,35.539018,139.223096,鳥居原ふれあいの館,緑区鳥屋1674,Farmers Market,4bf58dd8d48988d1fa941735,195,Hachiōji,35.65583,139.32389,JP,2018-06-17 09:52:00
2018_23942,1172,3937,35.59590368411687,139.34615804722205,鳥貴族 橋本店,緑区橋本3-27-12,Sake Bar,4bf58dd8d48988d11c941735,40,Hachiōji,35.65583,139.32389,JP,2018-06-23 15:02:00
2018_23942,1172,1188,35.596673040590105,139.34590404073944,カラオケファンタジー 橋本北口店,緑区橋本3-30,Karaoke Box,5744ccdfe4b0c0459246b4bb,353,Hachiōji,35.65583,139.32389,JP,2018-06-23 15:47:00
2018_23942,1172,11,35.59495276013401,139.34499388615959,橋本駅 (Hashimoto Sta.),緑区橋本6/2,Train Station,4bf58dd8d48988d129951735,59,Hachiōji,35.65583,139.32389,JP,2018-06-23 19:27:00
2018_23945,1172,1281,35.59102544993985,139.34976518154144,アリオ橋本,緑区大山町1-22,Shopping Mall,4bf58dd8d48988d1fd941735,200,Hachiōji,35.65583,139.32389,JP,2018-06-26 08:56:00
2018_23945,1172,374,35.60353485022223,139.3634499350297,ライコランド 多摩境店,小山ヶ丘4-3-5,Motorcycle Shop,5032833091d4c4b30a586d60,250,Hachiōji,35.65583,139.32389,JP,2018-06-26 09:25:00
2018_23947,1172,4271,35.60323401324514,139.36600838262663,和食屋 ふうふや 多摩境店,〒194-0215 東京都町田市小山ヶ丘4-1-3,Japanese Restaurant,4bf58dd8d48988d111941735,23,Hachiōji,35.65583,139.32389,JP,2018-07-01 05:08:00
2018_23947,1172,374,35.60353485022223,139.3634499350297,ライコランド 多摩境店,小山ヶ丘4-3-5,Motorcycle Shop,5032833091d4c4b30a586d60,250,Hachiōji,35.65583,139.32389,JP,2018-07-01 09:11:00
2018_23964,1172,3143,35.594698,139.37469,バイクレコメンドスタジオMIXS,小山町1147-1-2,Motorcycle Shop,5032833091d4c4b30a586d60,250,Hachiōji,35.65583,139.32389,JP,2018-08-09 09:16:00
2018_23964,1172,2693,35.60271853742271,139.36496166598786,ファミリーマート 町田多摩境店,小山ヶ丘5-1-4,Convenience Store,4d954b0ea243a5684a65b473,215,Hachiōji,35.65583,139.32389,JP,2018-08-09 13:28:00
2018_23964,1172,2693,35.60271853742271,139.36496166598786,ファミリーマート 町田多摩境店,小山ヶ丘5-1-4,Convenience Store,4d954b0ea243a5684a65b473,215,Hachiōji,35.65583,139.32389,JP,2018-08-19 11:25:00
2018_23965,1172,374,35.60353485022223,139.3634499350297,ライコランド 多摩境店,小山ヶ丘4-3-5,Motorcycle Shop,5032833091d4c4b30a586d60,250,Hachiōji,35.65583,139.32389,JP,2018-08-26 05:33:00
2018_23965,1172,3143,35.594698,139.37469,バイクレコメンドスタジオMIXS,小山町1147-1-2,Motorcycle Shop,5032833091d4c4b30a586d60,250,Hachiōji,35.65583,139.32389,JP,2018-08-26 06:37:00
2018_23966,1172,3143,35.594698,139.37469,バイクレコメンドスタジオMIXS,小山町1147-1-2,Motorcycle Shop,5032833091d4c4b30a586d60,250,Hachiōji,35.65583,139.32389,JP,2018-09-01 01:12:00
2018_23966,1172,80,35.686372308734526,139.34108496154775,道の駅 八王子滝山,滝山町1-592-2,Rest Area,4d954b16a243a5684b65b473,216,Hachiōji,35.65583,139.32389,JP,2018-09-01 15:02:00
2018_23968,1172,374,35.60353485022223,139.3634499350297,ライコランド 多摩境店,小山ヶ丘4-3-5,Motorcycle Shop,5032833091d4c4b30a586d60,250,Hachiōji,35.65583,139.32389,JP,2018-09-08 02:56:00
2018_23968,1172,585,35.678125565957934,139.33594401831638,八王子2りんかん,左入町749-1,Automotive Shop,4bf58dd8d48988d124951735,52,Hachiōji,35.65583,139.32389,JP,2018-09-08 05:41:00
2018_23979,1172,2693,35.60271853742271,139.36496166598786,ファミリーマート 町田多摩境店,小山ヶ丘5-1-4,Convenience Store,4d954b0ea243a5684a65b473,215,Hachiōji,35.65583,139.32389,JP,2018-10-08 00:07:00
2018_23979,1172,3899,35.53894489221478,139.2221105285505,鳥居原ふれあいの館 男子トイレ,緑区鳥屋1674,Public Bathroom,5744ccdfe4b0c0459246b4c4,354,Hachiōji,35.65583,139.32389,JP,2018-10-08 06:51:00
2018_23979,1172,2693,35.60271853742271,139.36496166598786,ファミリーマート 町田多摩境店,小山ヶ丘5-1-4,Convenience Store,4d954b0ea243a5684a65b473,215,Hachiōji,35.65583,139.32389,JP,2018-10-08 09:12:00
2018_50031,2309,18,35.72118017284569,139.34375983717834,拝島駅 (Haijima Sta.),松原町4-14-4 / 美堀町5-21-2,Train Station,4bf58dd8d48988d129951735,59,Fussa,35.73667,139.32361,JP,2017-10-03 22:44:00
2018_50031,2309,22,35.758217911435956,139.3162158268053,羽村駅 (Hamura Sta.),羽東1-7-26,Train Station,4bf58dd8d48988d129951735,59,Fussa,35.73667,139.32361,JP,2017-10-03 22:52:00
2018_50031,2309,2436,35.76459442555389,139.3315058090198,東京都立 羽村高等学校,羽4152-1,High School,4bf58dd8d48988d13d941735,73,Fussa,35.73667,139.32361,JP,2017-10-03 23:33:00
2018_50033,2309,18,35.72118017284569,139.34375983717834,拝島駅 (Haijima Sta.),松原町4-14-4 / 美堀町5-21-2,Train Station,4bf58dd8d48988d129951735,59,Fussa,35.73667,139.32361,JP,2017-10-04 22:52:00
2018_50033,2309,22,35.758217911435956,139.3162158268053,羽村駅 (Hamura Sta.),羽東1-7-26,Train Station,4bf58dd8d48988d129951735,59,Fussa,35.73667,139.32361,JP,2017-10-04 23:01:00
2018_50033,2309,1260,35.749868596223045,139.32689163833857,壱発ラーメン,加美平1-18-19,Ramen Restaurant,55a59bace4b013909087cb24,335,Fussa,35.73667,139.32361,JP,2017-10-05 04:07:00
2018_50035,2309,2436,35.76459442555389,139.3315058090198,東京都立 羽村高等学校,羽4152-1,High School,4bf58dd8d48988d13d941735,73,Fussa,35.73667,139.32361,JP,2017-10-06 03:04:00
2018_50035,2309,22,35.758217911435956,139.3162158268053,羽村駅 (Hamura Sta.),羽東1-7-26,Train Station,4bf58dd8d48988d129951735,59,Fussa,35.73667,139.32361,JP,2017-10-06 06:42:00
2018_50035,2309,18,35.72118017284569,139.34375983717834,拝島駅 (Haijima Sta.),松原町4-14-4 / 美堀町5-21-2,Train Station,4bf58dd8d48988d129951735,59,Fussa,35.73667,139.32361,JP,2017-10-06 07:03:00
2018_50035,2309,3608,35.708173326425666,139.3559575315191,ファミリーマート 昭島田中町店,田中町1-21-2,Convenience Store,4d954b0ea243a5684a65b473,215,Fussa,35.73667,139.32361,JP,2017-10-06 12:38:00
2018_50037,2309,210,35.725370733956446,139.37384721551265,伝説のすた丼屋,一番町2-33-2,Donburi Restaurant,55a59bace4b013909087cb0c,331,Fussa,35.73667,139.32361,JP,2017-10-08 06:22:00
2018_50037,2309,3814,35.70630948072174,139.355888362354,カーウォッシュ昭島 USA24,大神町2-4,Car Wash,4f04ae1f2fb6e1c99f3db0ba,232,Fussa,35.73667,139.32361,JP,2017-10-08 13:26:00
2018_50037,2309,3567,35.75673274424354,139.34206940324736,ドン・キホーテ 多摩瑞穂店,むさし野3-11-3,Discount Store,52dea92d3cf9994f4e043dbb,265,Fussa,35.73667,139.32361,JP,2017-10-08 15:02:00
2018_50038,2309,18,35.72118017284569,139.34375983717834,拝島駅 (Haijima Sta.),松原町4-14-4 / 美堀町5-21-2,Train Station,4bf58dd8d48988d129951735,59,Fussa,35.73667,139.32361,JP,2017-10-09 22:58:00
2018_50038,2309,22,35.758217911435956,139.3162158268053,羽村駅 (Hamura Sta.),羽東1-7-26,Train Station,4bf58dd8d48988d129951735,59,Fussa,35.73667,139.32361,JP,2017-10-09 23:17:00
2018_50040,2309,1260,35.749868596223045,139.32689163833857,壱発ラーメン,加美平1-18-19,Ramen Restaurant,55a59bace4b013909087cb24,335,Fussa,35.73667,139.32361,JP,2017-10-14 13:43:00
2018_50040,2309,3567,35.75673274424354,139.34206940324736,ドン・キホーテ 多摩瑞穂店,むさし野3-11-3,Discount Store,52dea92d3cf9994f4e043dbb,265,Fussa,35.73667,139.32361,JP,2017-10-14 14:27:00
2018_50041,2309,210,35.725370733956446,139.37384721551265,伝説のすた丼屋,一番町2-33-2,Donburi Restaurant,55a59bace4b013909087cb0c,331,Fussa,35.73667,139.32361,JP,2017-10-15 06:15:00
2018_50041,2309,209,35.721638,139.35526,昭島温泉 湯楽の里,美堀町3-14-10,Hot Spring,4bf58dd8d48988d160941735,92,Fussa,35.73667,139.32361,JP,2017-10-15 13:56:00
2018_50042,2309,2436,35.76459442555389,139.3315058090198,東京都立 羽村高等学校,羽4152-1,High School,4bf58dd8d48988d13d941735,73,Fussa,35.73667,139.32361,JP,2017-10-17 23:47:00
2018_50042,2309,1260,35.749868596223045,139.32689163833857,壱発ラーメン,加美平1-18-19,Ramen Restaurant,55a59bace4b013909087cb24,335,Fussa,35.73667,139.32361,JP,2017-10-18 03:49:00
2018_50046,2309,2436,35.76459442555389,139.3315058090198,東京都立 羽村高等学校,羽4152-1,High School,4bf58dd8d48988d13d941735,73,Fussa,35.73667,139.32361,JP,2017-10-24 02:02:00
2018_50046,2309,86,35.7465645056559,139.3847680091858,イオンモールむさし村山,榎1-1-3,Shopping Mall,4bf58dd8d48988d1fd941735,200,Fussa,35.73667,139.32361,JP,2017-10-24 10:42:00
2018_50051,2309,2436,35.76459442555389,139.3315058090198,東京都立 羽村高等学校,羽4152-1,High School,4bf58dd8d48988d13d941735,73,Fussa,35.73667,139.32361,JP,2017-11-01 23:33:00
2018_50051,2309,1260,35.749868596223045,139.32689163833857,壱発ラーメン,加美平1-18-19,Ramen Restaurant,55a59bace4b013909087cb24,335,Fussa,35.73667,139.32361,JP,2017-11-02 04:08:00
2018_50055,2309,2436,35.76459442555389,139.3315058090198,東京都立 羽村高等学校,羽4152-1,High School,4bf58dd8d48988d13d941735,73,Fussa,35.73667,139.32361,JP,2017-11-05 23:40:00
2018_50055,2309,1103,35.75060048014387,139.33422860148977,セブンイレブン 武蔵野台店,武蔵野台1-25-3,Convenience Store,4d954b0ea243a5684a65b473,215,Fussa,35.73667,139.32361,JP,2017-11-06 04:07:00
2018_50056,2309,2436,35.76459442555389,139.3315058090198,東京都立 羽村高等学校,羽4152-1,High School,4bf58dd8d48988d13d941735,73,Fussa,35.73667,139.32361,JP,2017-11-07 00:40:00
2018_50056,2309,1536,35.75222347451865,139.46784648602127,アップガレージ 東村山店,本町1-9-2,Thrift / Vintage Store,4bf58dd8d48988d101951735,2,Higashimurayama,35.75459,139.46852,JP,2017-11-07 06:16:00
2018_50057,2309,3608,35.708173326425666,139.3559575315191,ファミリーマート 昭島田中町店,田中町1-21-2,Convenience Store,4d954b0ea243a5684a65b473,215,Fussa,35.73667,139.32361,JP,2017-11-07 15:37:00
2018_50057,2309,3814,35.70630948072174,139.355888362354,カーウォッシュ昭島 USA24,大神町2-4,Car Wash,4f04ae1f2fb6e1c99f3db0ba,232,Fussa,35.73667,139.32361,JP,2017-11-07 20:20:00
2018_50057,2309,2436,35.76459442555389,139.3315058090198,東京都立 羽村高等学校,羽4152-1,High School,4bf58dd8d48988d13d941735,73,Fussa,35.73667,139.32361,JP,2017-11-07 23:43:00
2018_50059,2309,210,35.725370733956446,139.37384721551265,伝説のすた丼屋,一番町2-33-2,Donburi Restaurant,55a59bace4b013909087cb0c,331,Fussa,35.73667,139.32361,JP,2017-11-10 12:57:00
2018_50059,2309,1194,35.72533685227392,139.34316962957382,セブンイレブン 横田基地前店,熊川1411-6,Convenience Store,4d954b0ea243a5684a65b473,215,Fussa,35.73667,139.32361,JP,2017-11-10 13:42:00
2018_50060,2309,209,35.721638,139.35526,昭島温泉 湯楽の里,美堀町3-14-10,Hot Spring,4bf58dd8d48988d160941735,92,Fussa,35.73667,139.32361,JP,2017-11-11 13:59:00
2018_50060,2309,203,35.721557,139.315024,東京亭,小川 46-1,Chinese Restaurant,4bf58dd8d48988d145941735,76,Fussa,35.73667,139.32361,JP,2017-11-11 15:32:00
2018_395281,19379,3477,35.63140056347765,139.26776045812008,東海自然歩道 起点,高尾町,Trail,4bf58dd8d48988d159941735,86,Hachiōji,35.65583,139.32389,JP,2017-10-04 13:07:00
2018_395281,19379,63,35.6323912,139.2699219,高尾山口駅 (Takaosanguchi Sta.) (KO53),高尾町2241,Train Station,4bf58dd8d48988d129951735,59,Hachiōji,35.65583,139.32389,JP,2017-10-04 21:06:00
2018_395285,19379,63,35.6323912,139.2699219,高尾山口駅 (Takaosanguchi Sta.) (KO53),高尾町2241,Train Station,4bf58dd8d48988d129951735,59,Hachiōji,35.65583,139.32389,JP,2017-10-06 22:58:00
2018_395285,19379,2959,35.658162350862334,139.34295202015142,1-2番線ホーム,明神町3-27-1,Platform,4f4531504b9074f6e4fb0102,241,Hachiōji,35.65583,139.32389,JP,2017-10-07 07:52:00
2018_395285,19379,3688,35.63140061486987,139.26842863863044,とんとん地蔵尊,高尾町,Historic Site,4deefb944765f83613cdba6e,217,Hachiōji,35.65583,139.32389,JP,2017-10-07 08:58:00
2018_395286,19379,3101,35.63250890620434,139.26995337009427,1-2番線ホーム,高尾町2241,Platform,4f4531504b9074f6e4fb0102,241,Hachiōji,35.65583,139.32389,JP,2017-10-07 23:11:00
2018_395286,19379,3159,35.594712,139.344656,橋本駅 JR・京王連絡道,緑区橋本2-3-2,Train Station,4bf58dd8d48988d129951735,59,Hachiōji,35.65583,139.32389,JP,2017-10-08 10:40:00
2018_395286,19379,3,35.65808032639735,139.34275103595496,京王八王子駅 (Keiō-hachiōji Sta.),明神町3-27-1,Train Station,4bf58dd8d48988d129951735,59,Hachiōji,35.65583,139.32389,JP,2017-10-08 12:40:00
