user_id,trail_id,checkin_count,start_timestamp,end_timestamp,max_adjacent_gap_hours,removal_reason
147806,2018_2387005,2,2018-09-29 06:18:00,2018-09-29 16:14:00,9.933333333333334,adjacent_timestamp_gap_exceeds_8_hours
152722,2018_2446516,2,2017-12-13 22:24:00,2017-12-14 13:13:00,14.816666666666666,adjacent_timestamp_gap_exceeds_8_hours
152722,2018_2446532,2,2018-01-31 10:34:00,2018-02-10 20:04:00,249.5,adjacent_timestamp_gap_exceeds_8_hours
153366,2018_2455175,3,2017-12-24 02:53:00,2017-12-30 04:18:00,145.1,adjacent_timestamp_gap_exceeds_8_hours
153366,2018_2455176,3,2017-12-31 11:09:00,2018-01-01 04:35:00,15.7,adjacent_timestamp_gap_exceeds_8_hours
154835,2018_2474374,2,2018-01-22 06:05:00,2018-01-23 01:05:00,19.0,adjacent_timestamp_gap_exceeds_8_hours
156420,2018_2492958,2,2018-03-24 02:11:00,2018-03-24 15:49:00,13.633333333333333,adjacent_timestamp_gap_exceeds_8_hours
156420,2018_2492960,4,2018-03-27 22:51:00,2018-03-28 17:23:00,12.066666666666666,adjacent_timestamp_gap_exceeds_8_hours
156420,2018_2492961,2,2018-03-30 01:21:00,2018-03-30 11:05:00,9.733333333333333,adjacent_timestamp_gap_exceeds_8_hours
156873,2018_2498125,3,2017-11-19 23:57:00,2017-11-20 15:45:00,11.65,adjacent_timestamp_gap_exceeds_8_hours
159689,2018_2530274,2,2018-01-01 09:14:00,2018-01-06 12:06:00,122.86666666666666,adjacent_timestamp_gap_exceeds_8_hours
159689,2018_2530284,3,2018-02-07 12:05:00,2018-02-09 14:15:00,49.7,adjacent_timestamp_gap_exceeds_8_hours
169053,2018_2620286,5,2018-04-28 23:35:00,2018-05-03 09:58:00,90.76666666666667,adjacent_timestamp_gap_exceeds_8_hours
169053,2018_2620291,3,2018-05-26 19:45:00,2018-06-03 09:37:00,176.5,adjacent_timestamp_gap_exceeds_8_hours
171659,2018_2647173,3,2017-10-14 08:09:00,2017-10-15 01:43:00,17.45,adjacent_timestamp_gap_exceeds_8_hours
184623,2018_2755777,3,2017-11-07 05:03:00,2017-11-07 14:59:00,8.15,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395285,3,2017-10-06 22:58:00,2017-10-07 08:58:00,8.9,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395286,4,2017-10-07 23:11:00,2017-10-08 14:24:00,11.483333333333333,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395287,2,2017-10-08 23:13:00,2017-10-09 14:07:00,14.9,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395300,3,2017-10-28 01:23:00,2017-10-28 12:47:00,8.583333333333334,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395301,2,2017-10-29 00:57:00,2017-10-29 10:18:00,9.35,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395304,2,2017-11-02 23:43:00,2017-11-03 11:58:00,12.25,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395316,6,2017-11-11 01:36:00,2017-11-12 08:58:00,15.766666666666667,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395326,3,2017-11-18 21:25:00,2017-11-19 21:05:00,16.033333333333335,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395328,2,2017-11-24 14:39:00,2017-11-25 15:28:00,24.816666666666666,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395331,2,2017-12-02 02:35:00,2017-12-02 14:06:00,11.516666666666667,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395334,2,2017-12-08 15:33:00,2017-12-09 14:41:00,23.133333333333333,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395335,2,2017-12-10 01:44:00,2017-12-10 11:18:00,9.566666666666666,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395339,4,2017-12-16 02:11:00,2017-12-16 12:42:00,8.316666666666666,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395349,2,2017-12-23 02:23:00,2017-12-23 12:34:00,10.183333333333334,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395350,4,2017-12-23 23:48:00,2017-12-24 21:41:00,10.933333333333334,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395360,6,2017-12-31 00:07:00,2018-01-02 15:09:00,37.1,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395379,3,2018-01-20 08:10:00,2018-01-21 11:27:00,24.466666666666665,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395389,2,2018-02-04 01:05:00,2018-02-04 12:57:00,11.866666666666667,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395428,4,2018-03-11 01:55:00,2018-03-12 10:04:00,21.133333333333333,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395439,2,2018-03-21 03:36:00,2018-03-21 11:45:00,8.15,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395442,2,2018-03-23 13:08:00,2018-03-24 08:36:00,19.466666666666665,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395443,3,2018-03-24 21:26:00,2018-03-25 21:38:00,17.016666666666666,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395457,3,2018-04-04 00:13:00,2018-04-04 09:20:00,8.366666666666667,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395460,4,2018-04-06 15:02:00,2018-04-08 11:25:00,23.816666666666666,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395466,2,2018-04-11 21:32:00,2018-04-12 11:46:00,14.233333333333333,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395470,2,2018-04-14 14:04:00,2018-04-15 10:46:00,20.7,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395481,2,2018-04-21 21:28:00,2018-04-22 11:45:00,14.283333333333333,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395491,2,2018-04-29 01:15:00,2018-04-29 10:11:00,8.933333333333334,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395507,2,2018-05-10 21:29:00,2018-05-11 13:47:00,16.3,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395509,3,2018-05-12 21:24:00,2018-05-13 11:17:00,13.383333333333333,adjacent_timestamp_gap_exceeds_8_hours
19379,2018_395517,2,2018-05-18 12:15:00,2018-05-19 09:36:00,21.35,adjacent_timestamp_gap_exceeds_8_hours
194893,2018_2832618,3,2017-12-16 09:04:00,2017-12-23 08:23:00,165.43333333333334,adjacent_timestamp_gap_exceeds_8_hours
20186,2018_412857,2,2017-10-17 01:55:00,2017-10-17 10:58:00,9.05,adjacent_timestamp_gap_exceeds_8_hours
20186,2018_412860,3,2017-10-19 20:11:00,2017-10-20 11:06:00,14.8,adjacent_timestamp_gap_exceeds_8_hours
20186,2018_412880,2,2017-12-30 04:07:00,2017-12-30 13:49:00,9.7,adjacent_timestamp_gap_exceeds_8_hours
20900,2018_427382,2,2017-11-26 02:01:00,2017-11-26 23:00:00,20.983333333333334,adjacent_timestamp_gap_exceeds_8_hours
2309,2018_50046,2,2017-10-24 02:02:00,2017-10-24 10:42:00,8.666666666666666,adjacent_timestamp_gap_exceeds_8_hours
233032,2018_3106631,4,2018-08-13 07:37:00,2018-08-13 17:08:00,8.483333333333333,adjacent_timestamp_gap_exceeds_8_hours
23925,2018_485928,2,2018-04-06 14:58:00,2018-04-07 19:55:00,28.95,adjacent_timestamp_gap_exceeds_8_hours
23925,2018_485939,5,2018-05-28 12:05:00,2018-06-02 20:05:00,116.35,adjacent_timestamp_gap_exceeds_8_hours
24765,2018_503993,3,2017-10-25 23:48:00,2017-10-26 12:15:00,11.55,adjacent_timestamp_gap_exceeds_8_hours
259163,2018_3271961,3,2018-01-03 08:44:00,2018-01-05 13:25:00,47.11666666666667,adjacent_timestamp_gap_exceeds_8_hours
259163,2018_3271965,3,2018-01-13 13:48:00,2018-01-14 10:55:00,20.816666666666666,adjacent_timestamp_gap_exceeds_8_hours
263152,2018_3295465,4,2018-10-09 09:49:00,2018-10-10 12:47:00,25.733333333333334,adjacent_timestamp_gap_exceeds_8_hours
264627,2018_3303866,2,2017-11-06 21:21:00,2017-11-10 10:28:00,85.11666666666666,adjacent_timestamp_gap_exceeds_8_hours
264627,2018_3303871,3,2017-11-22 06:11:00,2017-11-22 19:59:00,12.916666666666666,adjacent_timestamp_gap_exceeds_8_hours
264627,2018_3303879,2,2017-12-18 00:14:00,2017-12-20 11:10:00,58.93333333333333,adjacent_timestamp_gap_exceeds_8_hours
264627,2018_3303893,2,2018-02-22 06:02:00,2018-02-22 15:33:00,9.516666666666667,adjacent_timestamp_gap_exceeds_8_hours
264627,2018_3303911,4,2018-04-05 18:06:00,2018-04-06 12:31:00,10.083333333333334,adjacent_timestamp_gap_exceeds_8_hours
264627,2018_3303912,3,2018-04-07 00:26:00,2018-04-08 13:46:00,25.95,adjacent_timestamp_gap_exceeds_8_hours
264627,2018_3303928,2,2018-06-02 09:15:00,2018-06-03 00:01:00,14.766666666666667,adjacent_timestamp_gap_exceeds_8_hours
264627,2018_3303933,2,2018-06-23 22:43:00,2018-06-24 10:40:00,11.95,adjacent_timestamp_gap_exceeds_8_hours
264627,2018_3303941,4,2018-07-08 00:59:00,2018-07-09 07:51:00,17.4,adjacent_timestamp_gap_exceeds_8_hours
264627,2018_3303942,2,2018-07-10 01:10:00,2018-07-11 15:07:00,37.95,adjacent_timestamp_gap_exceeds_8_hours
267704,2018_3322361,12,2017-12-20 03:33:00,2017-12-26 13:46:00,136.56666666666666,adjacent_timestamp_gap_exceeds_8_hours
26786,2018_543171,7,2017-10-13 07:20:00,2017-10-15 10:21:00,49.28333333333333,adjacent_timestamp_gap_exceeds_8_hours
26786,2018_543177,5,2017-11-12 02:05:00,2017-11-12 12:25:00,10.0,adjacent_timestamp_gap_exceeds_8_hours
26786,2018_543189,5,2017-12-15 22:08:00,2017-12-16 10:38:00,12.083333333333334,adjacent_timestamp_gap_exceeds_8_hours
26786,2018_543190,5,2017-12-17 04:50:00,2017-12-17 13:21:00,8.05,adjacent_timestamp_gap_exceeds_8_hours
26786,2018_543198,3,2018-01-06 05:16:00,2018-01-06 13:36:00,8.283333333333333,adjacent_timestamp_gap_exceeds_8_hours
26786,2018_543211,5,2018-02-10 05:07:00,2018-02-10 14:17:00,8.55,adjacent_timestamp_gap_exceeds_8_hours
26786,2018_543214,4,2018-02-20 02:35:00,2018-02-21 09:37:00,24.133333333333333,adjacent_timestamp_gap_exceeds_8_hours
26786,2018_543219,7,2018-03-08 00:31:00,2018-03-10 09:22:00,40.06666666666667,adjacent_timestamp_gap_exceeds_8_hours
26786,2018_543224,9,2018-03-21 02:52:00,2018-03-25 09:44:00,90.55,adjacent_timestamp_gap_exceeds_8_hours
26786,2018_543235,7,2018-04-27 22:58:00,2018-04-29 10:50:00,12.633333333333333,adjacent_timestamp_gap_exceeds_8_hours
26786,2018_543247,2,2018-05-27 00:16:00,2018-05-27 11:20:00,11.066666666666666,adjacent_timestamp_gap_exceeds_8_hours
26786,2018_543253,4,2018-06-19 03:54:00,2018-06-19 13:20:00,8.9,adjacent_timestamp_gap_exceeds_8_hours
277915,2018_3383888,3,2017-11-25 03:24:00,2017-11-25 18:17:00,9.516666666666667,adjacent_timestamp_gap_exceeds_8_hours
280210,2018_3396790,3,2018-01-04 05:28:00,2018-01-04 15:24:00,9.483333333333333,adjacent_timestamp_gap_exceeds_8_hours
280210,2018_3396824,2,2018-05-01 00:02:00,2018-05-01 08:28:00,8.433333333333334,adjacent_timestamp_gap_exceeds_8_hours
280210,2018_3396828,4,2018-05-05 10:51:00,2018-05-06 08:44:00,12.316666666666666,adjacent_timestamp_gap_exceeds_8_hours
281448,2018_3403851,5,2018-01-13 02:41:00,2018-01-14 05:57:00,17.95,adjacent_timestamp_gap_exceeds_8_hours
283450,2018_3416097,2,2018-01-21 00:09:00,2018-01-21 12:51:00,12.7,adjacent_timestamp_gap_exceeds_8_hours
283450,2018_3416104,2,2018-02-10 22:49:00,2018-02-11 08:13:00,9.4,adjacent_timestamp_gap_exceeds_8_hours
283450,2018_3416108,2,2018-02-24 23:41:00,2018-02-25 09:16:00,9.583333333333334,adjacent_timestamp_gap_exceeds_8_hours
283450,2018_3416121,3,2018-04-08 00:06:00,2018-04-08 09:43:00,8.45,adjacent_timestamp_gap_exceeds_8_hours
283450,2018_3416125,3,2018-04-20 23:02:00,2018-04-21 08:35:00,9.1,adjacent_timestamp_gap_exceeds_8_hours
283450,2018_3416132,2,2018-05-10 23:39:00,2018-05-11 08:15:00,8.6,adjacent_timestamp_gap_exceeds_8_hours
283450,2018_3416134,4,2018-05-16 06:12:00,2018-05-20 05:57:00,92.01666666666667,adjacent_timestamp_gap_exceeds_8_hours
283450,2018_3416137,6,2018-05-31 23:57:00,2018-06-02 05:41:00,16.116666666666667,adjacent_timestamp_gap_exceeds_8_hours
283450,2018_3416145,3,2018-07-14 20:25:00,2018-07-15 12:40:00,15.733333333333333,adjacent_timestamp_gap_exceeds_8_hours
283450,2018_3416153,7,2018-08-14 22:58:00,2018-09-02 07:16:00,257.23333333333335,adjacent_timestamp_gap_exceeds_8_hours
283450,2018_3416155,5,2018-09-22 23:07:00,2018-10-07 07:34:00,329.26666666666665,adjacent_timestamp_gap_exceeds_8_hours
286142,2018_3433019,2,2018-05-22 08:06:00,2018-05-22 16:38:00,8.533333333333333,adjacent_timestamp_gap_exceeds_8_hours
286142,2018_3433022,5,2018-05-28 09:28:00,2018-05-28 20:16:00,9.4,adjacent_timestamp_gap_exceeds_8_hours
286142,2018_3433032,4,2018-06-17 15:22:00,2018-06-18 13:06:00,15.333333333333334,adjacent_timestamp_gap_exceeds_8_hours
286142,2018_3433034,2,2018-06-21 01:35:00,2018-06-21 12:47:00,11.2,adjacent_timestamp_gap_exceeds_8_hours
286142,2018_3433039,4,2018-06-29 14:14:00,2018-06-30 11:46:00,13.2,adjacent_timestamp_gap_exceeds_8_hours
286382,2018_3434355,2,2018-02-23 23:47:00,2018-02-24 11:50:00,12.05,adjacent_timestamp_gap_exceeds_8_hours
28664,2018_580033,2,2017-12-13 00:46:00,2017-12-13 10:19:00,9.55,adjacent_timestamp_gap_exceeds_8_hours
28664,2018_580037,2,2018-01-08 02:00:00,2018-01-08 12:33:00,10.55,adjacent_timestamp_gap_exceeds_8_hours
28697,2018_580882,4,2017-11-08 08:10:00,2017-11-13 04:42:00,114.16666666666667,adjacent_timestamp_gap_exceeds_8_hours
290806,2018_3462041,3,2017-12-07 01:38:00,2017-12-07 12:15:00,8.8,adjacent_timestamp_gap_exceeds_8_hours
29501,2018_596160,2,2018-05-02 03:39:00,2018-05-02 12:51:00,9.2,adjacent_timestamp_gap_exceeds_8_hours
312594,2018_3593802,2,2018-04-07 01:55:00,2018-04-07 13:00:00,11.083333333333334,adjacent_timestamp_gap_exceeds_8_hours
32545,2018_661960,2,2017-12-24 21:38:00,2017-12-25 10:57:00,13.316666666666666,adjacent_timestamp_gap_exceeds_8_hours
325605,2018_3674448,2,2018-06-17 08:31:00,2018-06-18 02:52:00,18.35,adjacent_timestamp_gap_exceeds_8_hours
325605,2018_3674459,5,2018-08-25 12:24:00,2018-08-26 02:21:00,9.4,adjacent_timestamp_gap_exceeds_8_hours
328941,2018_3694431,3,2018-05-30 05:36:00,2018-06-05 09:34:00,144.55,adjacent_timestamp_gap_exceeds_8_hours
33902,2018_691445,9,2017-10-11 00:58:00,2017-10-11 12:25:00,9.75,adjacent_timestamp_gap_exceeds_8_hours
339444,2018_3757177,2,2018-05-08 11:31:00,2018-05-09 14:46:00,27.25,adjacent_timestamp_gap_exceeds_8_hours
342180,2018_3773305,2,2018-06-26 05:03:00,2018-06-26 13:51:00,8.8,adjacent_timestamp_gap_exceeds_8_hours
342180,2018_3773312,4,2018-07-04 17:31:00,2018-07-05 11:32:00,15.483333333333333,adjacent_timestamp_gap_exceeds_8_hours
