trail_id,user_id,venue_id,latitude,longitude,name,address,venue_category,venue_category_id,venue_category_id_code,venue_city,venue_city_latitude,venue_city_longitude,venue_country,timestamp,event_position,event_id,previous_event_id,previous_place,next_event_id,next_place,trail_checkin_count,clean_trail_count,is_high_memory_load,is_target_eligible
2018_1765797,100159,4103,35.66517243840993,139.31611283010656,麺や 睡蓮,元本郷町3-17-1,Ramen Restaurant,55a59bace4b013909087cb24,335,Hachiōji,35.65583,139.32389,JP,2018-01-12 02:06:00,1,2018_1765797__event_001,,,2018_1765797__event_002,らーめん 鴨福,2,22,True,True
2018_1765797,100159,4571,35.660340690395984,139.34100048547342,らーめん 鴨福,新町1-17,Ramen Restaurant,55a59bace4b013909087cb24,335,Hachiōji,35.65583,139.32389,JP,2018-01-12 08:40:00,2,2018_1765797__event_002,2018_1765797__event_001,麺や 睡蓮,,,2,22,True,True
2018_1765798,100159,3074,35.730971629872194,139.2930030391613,麺処 いし川,二宮337-1,Ramen Restaurant,55a59bace4b013909087cb24,335,Fussa,35.73667,139.32361,JP,2018-01-16 02:19:00,1,2018_1765798__event_001,,,2018_1765798__event_002,カッパ64,2,22,True,True
2018_1765798,100159,2632,35.732916624891494,139.32561398406207,カッパ64,北田園1-6-9,Ramen Restaurant,55a59bace4b013909087cb24,335,Fussa,35.73667,139.32361,JP,2018-01-16 08:59:00,2,2018_1765798__event_002,2018_1765798__event_001,麺処 いし川,,,2,22,True,True
2018_1765800,100159,3509,35.771355047494794,139.34856556355953,松屋,箱根ケ崎258-22,Noodle House,4bf58dd8d48988d1d1941735,157,Fussa,35.73667,139.32361,JP,2018-02-21 02:33:00,1,2018_1765800__event_001,,,2018_1765800__event_002,五ノ神精肉店,2,22,True,True
2018_1765800,100159,4092,35.72007256929179,139.3237766129535,五ノ神精肉店,小川東3-9-13,Ramen Restaurant,55a59bace4b013909087cb24,335,Fussa,35.73667,139.32361,JP,2018-02-21 09:04:00,2,2018_1765800__event_002,2018_1765800__event_001,松屋,,,2,22,True,True
2018_1765802,100159,2154,35.653045462975626,139.34472892449048,ふたばや（うどん）,子安町1-44-5,Udon Restaurant,55a59bace4b013909087cb2a,337,Hachiōji,35.65583,139.32389,JP,2018-03-20 02:04:00,1,2018_1765802__event_001,,,2018_1765802__event_002,ラーメン 太公望,2,22,True,True
2018_1765802,100159,1290,35.728292983869764,139.28814557062802,ラーメン 太公望,秋川1-2-6,Ramen Restaurant,55a59bace4b013909087cb24,335,Fussa,35.73667,139.32361,JP,2018-03-20 08:59:00,2,2018_1765802__event_002,2018_1765802__event_001,ふたばや（うどん）,,,2,22,True,True
2018_1765805,100159,4219,35.66350955584894,139.32808631959256,八王子 響,平岡町15-14,Ramen Restaurant,55a59bace4b013909087cb24,335,Hachiōji,35.65583,139.32389,JP,2018-04-03 02:33:00,1,2018_1765805__event_001,,,2018_1765805__event_002,スシロー,2,22,True,True
2018_1765805,100159,729,35.718339,139.335768,スシロー,熊川261-1,Sushi Restaurant,4bf58dd8d48988d1d2941735,158,Fussa,35.73667,139.32361,JP,2018-04-03 09:26:00,2,2018_1765805__event_002,2018_1765805__event_001,八王子 響,,,2,22,True,True
2018_1765809,100159,1290,35.728292983869764,139.28814557062802,ラーメン 太公望,秋川1-2-6,Ramen Restaurant,55a59bace4b013909087cb24,335,Fussa,35.73667,139.32361,JP,2018-04-17 03:49:00,1,2018_1765809__event_001,,,2018_1765809__event_002,らーめん 楓,2,22,True,True
2018_1765809,100159,408,35.66368851400603,139.3529870033874,らーめん 楓,大和田町5-10-1,Ramen Restaurant,55a59bace4b013909087cb24,335,Hachiōji,35.65583,139.32389,JP,2018-04-17 08:59:00,2,2018_1765809__event_002,2018_1765809__event_001,ラーメン 太公望,,,2,22,True,True
2018_1765810,100159,3074,35.730971629872194,139.2930030391613,麺処 いし川,二宮337-1,Ramen Restaurant,55a59bace4b013909087cb24,335,Fussa,35.73667,139.32361,JP,2018-04-24 02:20:00,1,2018_1765810__event_001,,,2018_1765810__event_002,らーめん 楓,2,22,True,True
2018_1765810,100159,408,35.66368851400603,139.3529870033874,らーめん 楓,大和田町5-10-1,Ramen Restaurant,55a59bace4b013909087cb24,335,Hachiōji,35.65583,139.32389,JP,2018-04-24 09:53:00,2,2018_1765810__event_002,2018_1765810__event_001,麺処 いし川,,,2,22,True,True
2018_1765814,100159,983,35.65779911891817,139.33452390384286,武蔵野うどん たまや,中町11-4,Udon Restaurant,55a59bace4b013909087cb2a,337,Hachiōji,35.65583,139.32389,JP,2018-05-15 02:09:00,1,2018_1765814__event_001,,,2018_1765814__event_002,らーめん 縁,2,22,True,True
2018_1765814,100159,3901,35.711625929573934,139.35877732232123,らーめん 縁,昭和町5-12-11,Ramen Restaurant,55a59bace4b013909087cb24,335,Fussa,35.73667,139.32361,JP,2018-05-15 08:47:00,2,2018_1765814__event_002,2018_1765814__event_001,武蔵野うどん たまや,,,2,22,True,True
2018_1765816,100159,3603,35.79302216489861,139.3051312001634,㐂九家,今寺5-18-49,Noodle House,4bf58dd8d48988d1d1941735,157,Fussa,35.73667,139.32361,JP,2018-05-22 03:30:00,1,2018_1765816__event_001,,,2018_1765816__event_002,五ノ神精肉店,2,22,True,True
2018_1765816,100159,4092,35.72007256929179,139.3237766129535,五ノ神精肉店,小川東3-9-13,Ramen Restaurant,55a59bace4b013909087cb24,335,Fussa,35.73667,139.32361,JP,2018-05-22 09:18:00,2,2018_1765816__event_002,2018_1765816__event_001,㐂九家,,,2,22,True,True
2018_1765818,100159,408,35.66368851400603,139.3529870033874,らーめん 楓,大和田町5-10-1,Ramen Restaurant,55a59bace4b013909087cb24,335,Hachiōji,35.65583,139.32389,JP,2018-06-13 19:28:00,1,2018_1765818__event_001,,,2018_1765818__event_002,五ノ神精肉店,2,22,True,True
2018_1765818,100159,4092,35.72007256929179,139.3237766129535,五ノ神精肉店,小川東3-9-13,Ramen Restaurant,55a59bace4b013909087cb24,335,Fussa,35.73667,139.32361,JP,2018-06-14 02:48:00,2,2018_1765818__event_002,2018_1765818__event_001,らーめん 楓,,,2,22,True,True
2018_1765820,100159,4677,,,,,Ramen Restaurant,55a59bace4b013909087cb24,335,Hachiōji,35.65583,139.32389,JP,2018-06-21 02:35:00,1,2018_1765820__event_001,,,2018_1765820__event_002,ほっこり中華そば もつけ,2,22,True,False
2018_1765820,100159,3897,35.65310253585308,139.33320857584476,ほっこり中華そば もつけ,万町34-1,Ramen Restaurant,55a59bace4b013909087cb24,335,Hachiōji,35.65583,139.32389,JP,2018-06-21 09:41:00,2,2018_1765820__event_002,2018_1765820__event_001,,,,2,22,True,True
2018_1765823,100159,4677,,,,,Ramen Restaurant,55a59bace4b013909087cb24,335,Hachiōji,35.65583,139.32389,JP,2018-07-05 02:16:00,1,2018_1765823__event_001,,,2018_1765823__event_002,五ノ神精肉店,2,22,True,False
2018_1765823,100159,4092,35.72007256929179,139.3237766129535,五ノ神精肉店,小川東3-9-13,Ramen Restaurant,55a59bace4b013909087cb24,335,Fussa,35.73667,139.32361,JP,2018-07-05 09:37:00,2,2018_1765823__event_002,2018_1765823__event_001,,,,2,22,True,True
2018_1765825,100159,3074,35.730971629872194,139.2930030391613,麺処 いし川,二宮337-1,Ramen Restaurant,55a59bace4b013909087cb24,335,Fussa,35.73667,139.32361,JP,2018-07-10 02:20:00,1,2018_1765825__event_001,,,2018_1765825__event_002,八王子 響,2,22,True,True
2018_1765825,100159,4219,35.66350955584894,139.32808631959256,八王子 響,平岡町15-14,Ramen Restaurant,55a59bace4b013909087cb24,335,Hachiōji,35.65583,139.32389,JP,2018-07-10 09:34:00,2,2018_1765825__event_002,2018_1765825__event_001,麺処 いし川,,,2,22,True,True
2018_1765827,100159,236,35.7617364345726,139.31942873301492,福島屋 本店,五ノ神3-15-1,Supermarket,52f2ab2ebcbc57f1066b8b46,309,Fussa,35.73667,139.32361,JP,2018-07-15 03:22:00,1,2018_1765827__event_001,,,2018_1765827__event_002,㐂九家,2,22,True,True
2018_1765827,100159,3603,35.79302216489861,139.3051312001634,㐂九家,今寺5-18-49,Noodle House,4bf58dd8d48988d1d1941735,157,Fussa,35.73667,139.32361,JP,2018-07-15 03:50:00,2,2018_1765827__event_002,2018_1765827__event_001,福島屋 本店,,,2,22,True,True
2018_1765830,100159,4489,35.59110993185751,139.32225096823964,ら～麺 安至,緑区二本松1-35-8,Ramen Restaurant,55a59bace4b013909087cb24,335,Hachiōji,35.65583,139.32389,JP,2018-07-30 02:18:00,1,2018_1765830__event_001,,,2018_1765830__event_002,支那ソバ 玉龍,2,22,True,True
2018_1765830,100159,4060,35.71471,139.34766,支那ソバ 玉龍,緑町4-1-27,Ramen Restaurant,55a59bace4b013909087cb24,335,Fussa,35.73667,139.32361,JP,2018-07-30 09:29:00,2,2018_1765830__event_002,2018_1765830__event_001,ら～麺 安至,,,2,22,True,True
2018_1765836,100159,408,35.66368851400603,139.3529870033874,らーめん 楓,大和田町5-10-1,Ramen Restaurant,55a59bace4b013909087cb24,335,Hachiōji,35.65583,139.32389,JP,2018-08-28 02:29:00,1,2018_1765836__event_001,,,2018_1765836__event_002,八王子 響,2,22,True,True
2018_1765836,100159,4219,35.66350955584894,139.32808631959256,八王子 響,平岡町15-14,Ramen Restaurant,55a59bace4b013909087cb24,335,Hachiōji,35.65583,139.32389,JP,2018-08-28 09:18:00,2,2018_1765836__event_002,2018_1765836__event_001,らーめん 楓,,,2,22,True,True
2018_1765837,100159,4489,35.59110993185751,139.32225096823964,ら～麺 安至,緑区二本松1-35-8,Ramen Restaurant,55a59bace4b013909087cb24,335,Hachiōji,35.65583,139.32389,JP,2018-09-06 02:14:00,1,2018_1765837__event_001,,,2018_1765837__event_002,らーめん 縁,2,22,True,True
2018_1765837,100159,3901,35.711625929573934,139.35877732232123,らーめん 縁,昭和町5-12-11,Ramen Restaurant,55a59bace4b013909087cb24,335,Fussa,35.73667,139.32361,JP,2018-09-06 09:44:00,2,2018_1765837__event_002,2018_1765837__event_001,ら～麺 安至,,,2,22,True,True
2018_1767863,100312,86,35.7465645056559,139.3847680091858,イオンモールむさし村山,榎1-1-3,Shopping Mall,4bf58dd8d48988d1fd941735,200,Fussa,35.73667,139.32361,JP,2017-10-06 02:25:00,1,2018_1767863__event_001,,,2018_1767863__event_002,新宿さぼてん,2,34,True,True
2018_1767863,100312,2046,35.746591855422956,139.38406347535113,新宿さぼてん,榎1-1-3-1062,Tonkatsu Restaurant,55a59af1e4b013909087cb03,328,Fussa,35.73667,139.32361,JP,2017-10-06 02:40:00,2,2018_1767863__event_002,2018_1767863__event_001,イオンモールむさし村山,,,2,34,True,True
2018_1767866,100312,31,35.760225941206684,139.358292554971,ジョイフル本田,殿ケ谷442,Furniture / Home Store,4bf58dd8d48988d1f8941735,191,Fussa,35.73667,139.32361,JP,2017-11-01 01:33:00,1,2018_1767866__event_001,,,2018_1767866__event_002,ジャパンミート生鮮館 瑞穂店,2,34,True,True
2018_1767866,100312,549,35.76122774451714,139.35920964605634,ジャパンミート生鮮館 瑞穂店,殿ヶ谷442,Grocery Store,4bf58dd8d48988d118951735,36,Fussa,35.73667,139.32361,JP,2017-11-01 02:22:00,2,2018_1767866__event_002,2018_1767866__event_001,ジョイフル本田,,,2,34,True,True
2018_1767867,100312,86,35.7465645056559,139.3847680091858,イオンモールむさし村山,榎1-1-3,Shopping Mall,4bf58dd8d48988d1fd941735,200,Fussa,35.73667,139.32361,JP,2017-11-04 02:00:00,1,2018_1767867__event_001,,,2018_1767867__event_002,丸亀製麺,2,34,True,True
2018_1767867,100312,1953,35.74655674430344,139.3840029488663,丸亀製麺,榎1-1-3,Udon Restaurant,55a59bace4b013909087cb2a,337,Fussa,35.73667,139.32361,JP,2017-11-04 02:38:00,2,2018_1767867__event_002,2018_1767867__event_001,イオンモールむさし村山,,,2,34,True,True
2018_1767870,100312,9,35.786198,139.34976,ザ・モールみずほ16,高根623,Shopping Mall,4bf58dd8d48988d1fd941735,200,Fussa,35.73667,139.32361,JP,2017-11-11 02:11:00,1,2018_1767870__event_001,,,2018_1767870__event_002,リンガーハット,2,34,True,True
2018_1767870,100312,3854,35.786093,139.348678,リンガーハット,高根623,Noodle House,4bf58dd8d48988d1d1941735,157,Fussa,35.73667,139.32361,JP,2017-11-11 02:38:00,2,2018_1767870__event_002,2018_1767870__event_001,ザ・モールみずほ16,,,2,34,True,True
2018_1767876,100312,86,35.7465645056559,139.3847680091858,イオンモールむさし村山,榎1-1-3,Shopping Mall,4bf58dd8d48988d1fd941735,200,Fussa,35.73667,139.32361,JP,2017-11-25 03:41:00,1,2018_1767876__event_001,,,2018_1767876__event_002,ユニクロ,2,34,True,True
2018_1767876,100312,906,35.747062468067966,139.3847548049316,ユニクロ,榎1-1-3,Clothing Store,4bf58dd8d48988d103951735,4,Fussa,35.73667,139.32361,JP,2017-11-25 04:18:00,2,2018_1767876__event_002,2018_1767876__event_001,イオンモールむさし村山,,,2,34,True,True
2018_1767879,100312,86,35.7465645056559,139.3847680091858,イオンモールむさし村山,榎1-1-3,Shopping Mall,4bf58dd8d48988d1fd941735,200,Fussa,35.73667,139.32361,JP,2017-12-05 02:09:00,1,2018_1767879__event_001,,,2018_1767879__event_002,風び イオンモールむさし村山店,2,34,True,True
2018_1767879,100312,2149,35.746537356641326,139.38412818365313,風び イオンモールむさし村山店,榎1-1-3,Ramen Restaurant,55a59bace4b013909087cb24,335,Fussa,35.73667,139.32361,JP,2017-12-05 02:15:00,2,2018_1767879__event_002,2018_1767879__event_001,イオンモールむさし村山,,,2,34,True,True
2018_1767880,100312,1665,35.73264092473002,139.46505907835177,コイデカメラ 小平小川町店,小川東町1-6-24,Camera Store,4eb1bdf03b7b55596b4a7491,223,Higashimurayama,35.75459,139.46852,JP,2017-12-11 01:20:00,1,2018_1767880__event_001,,,2018_1767880__event_002,ドン・キホーテ,2,34,True,True
2018_1767880,100312,1118,35.73137112573036,139.46478115149066,ドン・キホーテ,小川東町1-5-22,Discount Store,52dea92d3cf9994f4e043dbb,265,Higashimurayama,35.75459,139.46852,JP,2017-12-11 01:41:00,2,2018_1767880__event_002,2018_1767880__event_001,コイデカメラ 小平小川町店,,,2,34,True,True
2018_1767885,100312,31,35.760225941206684,139.358292554971,ジョイフル本田,殿ケ谷442,Furniture / Home Store,4bf58dd8d48988d1f8941735,191,Fussa,35.73667,139.32361,JP,2017-12-22 02:06:00,1,2018_1767885__event_001,,,2018_1767885__event_002,すき家,2,34,True,True
2018_1767885,100312,2169,35.760721836547624,139.358149766922,すき家,殿ヶ谷442,Fast Food Restaurant,4bf58dd8d48988d16e941735,104,Fussa,35.73667,139.32361,JP,2017-12-22 02:47:00,2,2018_1767885__event_002,2018_1767885__event_001,ジョイフル本田,,,2,34,True,True
2018_1767887,100312,86,35.7465645056559,139.3847680091858,イオンモールむさし村山,榎1-1-3,Shopping Mall,4bf58dd8d48988d1fd941735,200,Fussa,35.73667,139.32361,JP,2017-12-28 02:15:00,1,2018_1767887__event_001,,,2018_1767887__event_002,おらがそば,2,34,True,True
2018_1767887,100312,3071,35.74659662786696,139.38400138347407,おらがそば,榎1-1-3,Soba Restaurant,55a59bace4b013909087cb27,336,Fussa,35.73667,139.32361,JP,2017-12-28 02:42:00,2,2018_1767887__event_002,2018_1767887__event_001,イオンモールむさし村山,,,2,34,True,True
2018_1767890,100312,86,35.7465645056559,139.3847680091858,イオンモールむさし村山,榎1-1-3,Shopping Mall,4bf58dd8d48988d1fd941735,200,Fussa,35.73667,139.32361,JP,2018-01-06 01:41:00,1,2018_1767890__event_001,,,2018_1767890__event_002,炭焼ステーキ くに 武蔵村山店,2,34,True,True
2018_1767890,100312,1893,35.74642455637802,139.38415322635564,炭焼ステーキ くに 武蔵村山店,榎1-1-3,Steakhouse,4bf58dd8d48988d1cc941735,154,Fussa,35.73667,139.32361,JP,2018-01-06 02:23:00,2,2018_1767890__event_002,2018_1767890__event_001,イオンモールむさし村山,,,2,34,True,True
2018_1767893,100312,86,35.7465645056559,139.3847680091858,イオンモールむさし村山,榎1-1-3,Shopping Mall,4bf58dd8d48988d1fd941735,200,Fussa,35.73667,139.32361,JP,2018-01-20 01:54:00,1,2018_1767893__event_001,,,2018_1767893__event_002,紅虎餃子房,2,34,True,True
2018_1767893,100312,708,35.74677216271954,139.38422166426264,紅虎餃子房,榎1-1-3,Chinese Restaurant,4bf58dd8d48988d145941735,76,Fussa,35.73667,139.32361,JP,2018-01-20 02:19:00,2,2018_1767893__event_002,2018_1767893__event_001,イオンモールむさし村山,,,2,34,True,True
2018_1767895,100312,86,35.7465645056559,139.3847680091858,イオンモールむさし村山,榎1-1-3,Shopping Mall,4bf58dd8d48988d1fd941735,200,Fussa,35.73667,139.32361,JP,2018-01-30 02:50:00,1,2018_1767895__event_001,,,2018_1767895__event_002,大阪王将,2,34,True,True
2018_1767895,100312,3058,35.74654772664843,139.38402699107252,大阪王将,榎1-1-3,Chinese Restaurant,4bf58dd8d48988d145941735,76,Fussa,35.73667,139.32361,JP,2018-01-30 03:00:00,2,2018_1767895__event_002,2018_1767895__event_001,イオンモールむさし村山,,,2,34,True,True
2018_1767902,100312,86,35.7465645056559,139.3847680091858,イオンモールむさし村山,榎1-1-3,Shopping Mall,4bf58dd8d48988d1fd941735,200,Fussa,35.73667,139.32361,JP,2018-02-27 02:31:00,1,2018_1767902__event_001,,,2018_1767902__event_002,鶏白湯らーめん 自由が丘蔭山,2,34,True,True
2018_1767902,100312,3993,35.746486,139.384357,鶏白湯らーめん 自由が丘蔭山,榎1-1-3,Ramen Restaurant,55a59bace4b013909087cb24,335,Fussa,35.73667,139.32361,JP,2018-02-27 02:53:00,2,2018_1767902__event_002,2018_1767902__event_001,イオンモールむさし村山,,,2,34,True,True
2018_1767903,100312,3802,35.75370052636496,139.48048227281373,イーストビレッジ (East Village),恩多町3-29-1,Shopping Mall,4bf58dd8d48988d1fd941735,200,Higashimurayama,35.75459,139.46852,JP,2018-02-28 01:58:00,1,2018_1767903__event_001,,,2018_1767903__event_002,ジャパンミート卸売市場 東村山店,2,34,True,True
2018_1767903,100312,589,35.75381728804479,139.48094946400815,ジャパンミート卸売市場 東村山店,恩多町3-29-1,Grocery Store,4bf58dd8d48988d118951735,36,Higashimurayama,35.75459,139.46852,JP,2018-02-28 02:03:00,2,2018_1767903__event_002,2018_1767903__event_001,イーストビレッジ (East Village),,,2,34,True,True
2018_1767905,100312,86,35.7465645056559,139.3847680091858,イオンモールむさし村山,榎1-1-3,Shopping Mall,4bf58dd8d48988d1fd941735,200,Fussa,35.73667,139.32361,JP,2018-03-08 01:51:00,1,2018_1767905__event_001,,,2018_1767905__event_002,いきなり!ステーキ,2,34,True,True
2018_1767905,100312,4610,35.7463515,139.3848134,いきなり!ステーキ,榎1-1-3,Steakhouse,4bf58dd8d48988d1cc941735,154,Fussa,35.73667,139.32361,JP,2018-03-08 02:13:00,2,2018_1767905__event_002,2018_1767905__event_001,イオンモールむさし村山,,,2,34,True,True
2018_1767907,100312,208,35.75801911253322,139.468701599898,東村山税務署,本町1-20-22,Government Building,4bf58dd8d48988d126941735,53,Higashimurayama,35.75459,139.46852,JP,2018-03-14 01:37:00,1,2018_1767907__event_001,,,2018_1767907__event_002,バーミヤン,3,34,True,True
2018_1767907,100312,1789,35.759655658776715,139.47324939072132,バーミヤン,久米川町4-3-35,Chinese Restaurant,4bf58dd8d48988d145941735,76,Higashimurayama,35.75459,139.46852,JP,2018-03-14 02:10:00,2,2018_1767907__event_002,2018_1767907__event_001,東村山税務署,2018_1767907__event_003,ジャパンミート卸売市場 東村山店,3,34,True,True
2018_1767907,100312,589,35.75381728804479,139.48094946400815,ジャパンミート卸売市場 東村山店,恩多町3-29-1,Grocery Store,4bf58dd8d48988d118951735,36,Higashimurayama,35.75459,139.46852,JP,2018-03-14 03:00:00,3,2018_1767907__event_003,2018_1767907__event_002,バーミヤン,,,3,34,True,True
2018_1767913,100312,86,35.7465645056559,139.3847680091858,イオンモールむさし村山,榎1-1-3,Shopping Mall,4bf58dd8d48988d1fd941735,200,Fussa,35.73667,139.32361,JP,2018-03-29 02:28:00,1,2018_1767913__event_001,,,2018_1767913__event_002,おらがそば,2,34,True,True
2018_1767913,100312,3071,35.74659662786696,139.38400138347407,おらがそば,榎1-1-3,Soba Restaurant,55a59bace4b013909087cb27,336,Fussa,35.73667,139.32361,JP,2018-03-29 02:39:00,2,2018_1767913__event_002,2018_1767913__event_001,イオンモールむさし村山,,,2,34,True,True
2018_1767914,100312,86,35.7465645056559,139.3847680091858,イオンモールむさし村山,榎1-1-3,Shopping Mall,4bf58dd8d48988d1fd941735,200,Fussa,35.73667,139.32361,JP,2018-04-03 01:44:00,1,2018_1767914__event_001,,,2018_1767914__event_002,PASTAレッジャーノ,2,34,True,True
2018_1767914,100312,2445,35.74663362375951,139.38401130228783,PASTAレッジャーノ,榎1-1-3,Italian Restaurant,4bf58dd8d48988d110941735,21,Fussa,35.73667,139.32361,JP,2018-04-03 02:08:00,2,2018_1767914__event_002,2018_1767914__event_001,イオンモールむさし村山,,,2,34,True,True
2018_1767921,100312,86,35.7465645056559,139.3847680091858,イオンモールむさし村山,榎1-1-3,Shopping Mall,4bf58dd8d48988d1fd941735,200,Fussa,35.73667,139.32361,JP,2018-04-24 02:01:00,1,2018_1767921__event_001,,,2018_1767921__event_002,大阪王将,2,34,True,True
2018_1767921,100312,3058,35.74654772664843,139.38402699107252,大阪王将,榎1-1-3,Chinese Restaurant,4bf58dd8d48988d145941735,76,Fussa,35.73667,139.32361,JP,2018-04-24 02:22:00,2,2018_1767921__event_002,2018_1767921__event_001,イオンモールむさし村山,,,2,34,True,True
2018_1767925,100312,86,35.7465645056559,139.3847680091858,イオンモールむさし村山,榎1-1-3,Shopping Mall,4bf58dd8d48988d1fd941735,200,Fussa,35.73667,139.32361,JP,2018-05-05 01:54:00,1,2018_1767925__event_001,,,2018_1767925__event_002,サンマルクカフェ,2,34,True,True
2018_1767925,100312,1836,35.74727729960976,139.38475434602879,サンマルクカフェ,榎1-1-3,Café,4bf58dd8d48988d16d941735,103,Fussa,35.73667,139.32361,JP,2018-05-05 02:15:00,2,2018_1767925__event_002,2018_1767925__event_001,イオンモールむさし村山,,,2,34,True,True
2018_1767926,100312,86,35.7465645056559,139.3847680091858,イオンモールむさし村山,榎1-1-3,Shopping Mall,4bf58dd8d48988d1fd941735,200,Fussa,35.73667,139.32361,JP,2018-05-08 02:08:00,1,2018_1767926__event_001,,,2018_1767926__event_002,鶏白湯らーめん 自由が丘蔭山,2,34,True,True
2018_1767926,100312,3993,35.746486,139.384357,鶏白湯らーめん 自由が丘蔭山,榎1-1-3,Ramen Restaurant,55a59bace4b013909087cb24,335,Fussa,35.73667,139.32361,JP,2018-05-08 02:38:00,2,2018_1767926__event_002,2018_1767926__event_001,イオンモールむさし村山,,,2,34,True,True
2018_1767933,100312,31,35.760225941206684,139.358292554971,ジョイフル本田,殿ケ谷442,Furniture / Home Store,4bf58dd8d48988d1f8941735,191,Fussa,35.73667,139.32361,JP,2018-06-02 02:32:00,1,2018_1767933__event_001,,,2018_1767933__event_002,ジャパンミート生鮮館 瑞穂店,2,34,True,True
2018_1767933,100312,549,35.76122774451714,139.35920964605634,ジャパンミート生鮮館 瑞穂店,殿ヶ谷442,Grocery Store,4bf58dd8d48988d118951735,36,Fussa,35.73667,139.32361,JP,2018-06-02 03:56:00,2,2018_1767933__event_002,2018_1767933__event_001,ジョイフル本田,,,2,34,True,True
2018_1767934,100312,86,35.7465645056559,139.3847680091858,イオンモールむさし村山,榎1-1-3,Shopping Mall,4bf58dd8d48988d1fd941735,200,Fussa,35.73667,139.32361,JP,2018-06-09 02:35:00,1,2018_1767934__event_001,,,2018_1767934__event_002,丸亀製麺,2,34,True,True
2018_1767934,100312,1953,35.74655674430344,139.3840029488663,丸亀製麺,榎1-1-3,Udon Restaurant,55a59bace4b013909087cb2a,337,Fussa,35.73667,139.32361,JP,2018-06-09 02:44:00,2,2018_1767934__event_002,2018_1767934__event_001,イオンモールむさし村山,,,2,34,True,True
2018_1767935,100312,9,35.786198,139.34976,ザ・モールみずほ16,高根623,Shopping Mall,4bf58dd8d48988d1fd941735,200,Fussa,35.73667,139.32361,JP,2018-06-15 01:52:00,1,2018_1767935__event_001,,,2018_1767935__event_002,モスバーガー,2,34,True,True
