query_id,user_id,event_id,dense_rank,dense_score,has_positive_personalization,personalization_weight,ppr_score,ppr_rank,rrf_score,final_rank
tokyo_100159_relational_after,100159,2018_1765814__event_002,16,0.842190682888031,True,0.0230340114090942,0.0166304238194066,24,0.025062656641604,20
tokyo_100159_relational_after,100159,2018_1765800__event_001,15,0.84247088432312,True,0.0230416749503608,0.0165606155907701,28,0.0246969696969697,21
tokyo_100159_relational_after,100159,2018_1765837__event_002,23,0.834777116775513,True,0.0228312495288128,0.0166631672733746,22,0.0242433147223039,22
tokyo_100159_relational_after,100159,2018_1765798__event_001,25,0.83295601606369,True,0.0227814422162582,0.0166394212329975,23,0.0238128986534373,23
tokyo_100159_relational_after,100159,2018_1765818__event_002,33,0.825184464454651,True,0.0225688893917421,0.0167341187637979,17,0.023739701159056,24
tokyo_100159_relational_after,100159,2018_1765788__event_002,22,0.83504045009613,True,0.0228384517252213,0.016590507913312,27,0.0236893748247827,25
tokyo_100159_relational_after,100159,2018_1765809__event_001,24,0.834197759628296,True,0.0228154040446368,0.0166098745981377,25,0.0236694677871148,26
tokyo_100159_relational_after,100159,2018_1765810__event_001,29,0.830401301383972,True,0.0227115704778559,0.0166632374999065,21,0.0235816340685255,27
tokyo_100159_relational_after,100159,2018_1765788__event_001,32,0.825757503509521,True,0.0225845620753706,0.0166750281683942,20,0.0233695652173913,28
tokyo_100159_relational_after,100159,2018_1765814__event_001,21,0.836798787117004,True,0.0228865424436569,0.0163682756882628,33,0.0230983671843887,29
tokyo_100159_relational_after,100159,2018_1765798__event_002,26,0.832422852516174,True,0.0227668601323122,0.0165454151396265,29,0.022863862032924,30
tokyo_100159_relational_after,100159,2018_1765802__event_002,28,0.831194639205933,True,0.0227332683579365,0.0163829627005929,32,0.0222332015810277,31
tokyo_100159_relational_after,100159,2018_1765796__event_001,30,0.828328251838684,True,0.0226548723359172,0.0165441620759751,30,0.0222222222222222,32
tokyo_100159_relational_after,100159,2018_1765816__event_002,31,0.826832413673401,True,0.0226139609911762,0.0164965782343254,31,0.021978021978022,33
tokyo_100159_relational_after,100159,2018_1765802__event_001,34,0.815335392951965,True,0.022299516160749,0.0159918383705501,34,0.0212765957446809,34
tokyo_100159_relational_after,100159,2018_1765830__event_002,36,0.806631207466125,True,0.0220614556931359,0.0159669799929291,35,0.0209429824561404,35
tokyo_100159_relational_after,100159,2018_1765827__event_001,37,0.80473530292511,True,0.0220096024873054,0.0158724240892829,36,0.0207259450171821,36
tokyo_100159_relational_after,100159,2018_1765784__event_002,35,0.812609732151031,True,0.0222249690263985,0.0157562498900855,40,0.0205263157894737,37
tokyo_100159_relational_after,100159,2018_1765792__event_002,38,0.802608013153076,True,0.0219514208689676,0.0158617906711949,37,0.0205133599831685,38
tokyo_100159_relational_after,100159,2018_1765796__event_002,39,0.80150294303894,True,0.0219211970750762,0.0158197792614224,38,0.0203050917336632,39
tokyo_100159_relational_after,100159,2018_1765805__event_002,41,0.795097708702087,True,0.0217460131840754,0.0157906478503703,39,0.02000200020002,40
tokyo_100159_relational_after,100159,2018_1765792__event_001,40,0.801026999950409,True,0.0219081799772217,0.0156649412138947,42,0.0198039215686275,41
tokyo_100159_relational_after,100159,2018_1765816__event_001,44,0.780413269996643,True,0.0213443921075782,0.0156990808167715,41,0.0195163747143945,42
tokyo_100159_relational_after,100159,2018_1765784__event_001,42,0.794085204601288,True,0.0217183210812257,0.0155373952756062,44,0.0194193061840121,43
tokyo_100159_relational_after,100159,2018_1765827__event_002,43,0.781171798706055,True,0.0213651379544532,0.0155742190535676,43,0.0194174757281553,44
tokyo_100159_semantic,100159,2018_1765823__event_002,5,0.85808938741684,True,0.0235954267329988,0.017177690206328,4,0.0310096153846154,1
tokyo_100159_semantic,100159,2018_1765816__event_002,9,0.856210827827454,True,0.0235437707915492,0.017328274398309,1,0.0308861962461392,2
tokyo_100159_semantic,100159,2018_1765827__event_002,3,0.86118745803833,True,0.0236806163407891,0.0171457501744537,7,0.0307983890073442,3
tokyo_100159_semantic,100159,2018_1765827__event_001,4,0.858731865882874,True,0.0236130933698261,0.0171241616233014,9,0.0301177536231884,4
tokyo_100159_semantic,100159,2018_1765818__event_002,8,0.856728315353394,True,0.0235580004734246,0.0171556148524244,5,0.0300904977375566,5
tokyo_100159_semantic,100159,2018_1765816__event_001,6,0.857626616954803,True,0.0235827016408449,0.0171390365858819,8,0.0298573975044563,6
tokyo_100159_semantic,100159,2018_1765837__event_002,2,0.863258719444275,True,0.0237375711259962,0.0169643398007596,13,0.0298276623950508,7
tokyo_100159_semantic,100159,2018_1765800__event_002,12,0.853996872901917,True,0.0234828922723626,0.0171860538552184,3,0.0297619047619048,8
tokyo_100159_semantic,100159,2018_1765798__event_001,10,0.855260729789734,True,0.023517645344752,0.0171527293110636,6,0.0294372294372294,9
tokyo_100159_semantic,100159,2018_1765805__event_002,1,0.87114417552948,True,0.0239544025004931,0.0168161560651822,17,0.0293804556099638,10
tokyo_100159_semantic,100159,2018_1765788__event_001,17,0.850928723812103,True,0.0233985254358579,0.0172274762157785,2,0.0291160452450775,11
tokyo_100159_semantic,100159,2018_1765798__event_002,11,0.854305863380432,True,0.0234913887790249,0.017060911111841,10,0.0283702213279678,12
tokyo_100159_semantic,100159,2018_1765814__event_002,7,0.85746842622757,True,0.023578351770343,0.0167828372441473,18,0.0277458859548412,13
tokyo_100159_semantic,100159,2018_1765810__event_001,13,0.853468060493469,True,0.0234683511830286,0.0169283775687144,15,0.0270319634703196,14
tokyo_100159_semantic,100159,2018_1765788__event_002,18,0.850597202777863,True,0.0233894093922515,0.0170239538025443,12,0.0267094017094017,15
tokyo_100159_semantic,100159,2018_1765792__event_002,16,0.85194993019104,True,0.0234266061936983,0.0169343766286353,14,0.0266714082503556,16
tokyo_100159_semantic,100159,2018_1765825__event_001,14,0.852845788002014,True,0.0234512401626671,0.0168857414581836,16,0.0266714082503556,17
tokyo_100159_semantic,100159,2018_1765796__event_001,21,0.845977962017059,True,0.0232623912068132,0.0170533654177045,11,0.0264301860545992,18
tokyo_100159_semantic,100159,2018_1765830__event_002,15,0.852402687072754,True,0.0234390559360993,0.0165811441758501,22,0.0255284552845528,19
tokyo_100159_semantic,100159,2018_1765792__event_001,19,0.850417494773865,True,0.0233844678475782,0.0167203084208785,19,0.0253164556962025,20
tokyo_100159_semantic,100159,2018_1765809__event_001,22,0.843611359596252,True,0.0231973152428808,0.0166294352840399,21,0.0245408009635652,21
tokyo_100159_semantic,100159,2018_1765800__event_001,24,0.840644836425781,True,0.0231157428785712,0.0166309305337862,20,0.0244047619047619,22
tokyo_100159_semantic,100159,2018_1765784__event_001,20,0.846849679946899,True,0.0232863613861989,0.0163620607385664,25,0.0242647058823529,23
tokyo_100159_semantic,100159,2018_1765802__event_002,23,0.84106832742691,True,0.0231273878785394,0.0165575296133848,23,0.0240963855421687,24
tokyo_100159_semantic,100159,2018_1765796__event_002,25,0.837841153144836,True,0.0230386482257201,0.0165497662785499,24,0.0236694677871148,25
tokyo_100159_semantic,100159,2018_1765823__event_001,26,0.80615770816803,True,0.0221674284955126,0.0163223750457209,26,0.0232558139534884,26
tokyo_100159_semantic,100159,2018_1765830__event_001,28,0.799540162086487,True,0.0219854616444957,0.0160980800063205,30,0.0224747474747475,27
tokyo_100159_semantic,100159,2018_1765837__event_001,30,0.798237085342407,True,0.0219496301189072,0.0161626886942021,28,0.0224747474747475,28
tokyo_100159_semantic,100159,2018_1765818__event_001,33,0.795213222503662,True,0.0218664810494646,0.0163106514408629,27,0.0222469410456062,29
tokyo_100159_semantic,100159,2018_1765797__event_001,27,0.802999019622803,True,0.022080572038325,0.0159465668058475,34,0.0221325507459036,30
tokyo_100159_semantic,100159,2018_1765820__event_001,29,0.798703193664551,True,0.0219624469943121,0.0159270739679444,36,0.0216526217228464,31
tokyo_100159_semantic,100159,2018_1765810__event_002,37,0.7872633934021,True,0.0216478795694132,0.0161471990850784,29,0.0215452334066952,32
tokyo_100159_semantic,100159,2018_1765802__event_001,31,0.797736525535583,True,0.0219358659092333,0.0158304965772423,38,0.0211930926216641,33
tokyo_100159_semantic,100159,2018_1765805__event_001,40,0.784889101982117,True,0.0215825921762062,0.0160200590809428,31,0.020989010989011,34
tokyo_100159_semantic,100159,2018_1765820__event_002,34,0.793695211410522,True,0.0218247393381076,0.0158512608519024,37,0.0209475762228559,35
tokyo_100159_semantic,100159,2018_1765836__event_001,36,0.791198551654816,True,0.0217560871053603,0.0159454526127191,35,0.0209429824561404,36
tokyo_100159_semantic,100159,2018_1765797__event_002,32,0.797527194023132,True,0.0219301097882074,0.0157236478223183,41,0.0207705553164012,37
tokyo_100159_semantic,100159,2018_1765785__event_002,35,0.793685078620911,True,0.0218244607103814,0.0158062320428872,39,0.0206273258904838,38
tokyo_100159_semantic,100159,2018_1765809__event_002,43,0.781075537204742,True,0.0214777281729735,0.0159934369904832,32,0.020578303081469,39
tokyo_100159_semantic,100159,2018_1765825__event_002,42,0.781888604164124,True,0.0215000855895205,0.0159921394247394,33,0.0205566097406705,40
tokyo_100159_semantic,100159,2018_1765814__event_001,38,0.786282241344452,True,0.0216209002105845,0.0157099033850405,42,0.0200080032012805,41
tokyo_100159_semantic,100159,2018_1765784__event_002,39,0.784976601600647,True,0.0215849982085712,0.0155935423263271,44,0.0197163947163947,42
tokyo_100159_semantic,100159,2018_1765836__event_002,44,0.778606772422791,True,0.0214098429859664,0.0157406457086841,40,0.0196153846153846,43
tokyo_100159_semantic,100159,2018_1765785__event_001,41,0.784479379653931,True,0.0215713257821483,0.0156927750998994,43,0.0196097279630876,44
tokyo_100159_temporal_spatial,100159,2018_1765792__event_002,1,0.876987099647522,True,0.0245181757279275,0.0176366954523585,1,0.0327868852459016,1
tokyo_100159_temporal_spatial,100159,2018_1765827__event_001,2,0.867625713348389,True,0.0242564568104755,0.0175218764230427,2,0.032258064516129,2
tokyo_100159_temporal_spatial,100159,2018_1765788__event_001,6,0.844458222389221,True,0.0236087567305765,0.0173597608360307,3,0.031024531024531,3
tokyo_100159_temporal_spatial,100159,2018_1765816__event_001,4,0.851086974143982,True,0.023794078613242,0.0172544354732236,6,0.0307765151515152,4
tokyo_100159_temporal_spatial,100159,2018_1765827__event_002,5,0.849170625209808,True,0.02374050270552,0.0172711611059907,5,0.0307692307692308,5
tokyo_100159_temporal_spatial,100159,2018_1765792__event_001,3,0.855461835861206,True,0.0239163878563442,0.0171712032382067,8,0.030578898225957,6
tokyo_100159_temporal_spatial,100159,2018_1765823__event_002,7,0.841381669044495,True,0.0235227446608748,0.017138703989926,9,0.0294181267575168,7
tokyo_100159_temporal_spatial,100159,2018_1765816__event_002,13,0.839507579803467,True,0.0234703502193149,0.0173163563359864,4,0.0293236301369863,8
tokyo_100159_temporal_spatial,100159,2018_1765796__event_001,12,0.839838266372681,True,0.0234795953170114,0.0171963018568604,7,0.0288142620232172,9
tokyo_100159_temporal_spatial,100159,2018_1765788__event_002,8,0.841272234916687,True,0.0235196851800942,0.0171219205487577,12,0.0285947712418301,10
tokyo_100159_temporal_spatial,100159,2018_1765798__event_001,11,0.840170741081238,True,0.023488890406224,0.0171254830172494,11,0.028169014084507,11
tokyo_100159_temporal_spatial,100159,2018_1765818__event_002,10,0.840662181377411,True,0.023502629741211,0.0171031209721936,13,0.0279843444227006,12
tokyo_100159_temporal_spatial,100159,2018_1765837__event_002,9,0.841177344322205,True,0.0235170322969773,0.0168002618396905,17,0.0274797666102014,13
tokyo_100159_temporal_spatial,100159,2018_1765810__event_001,15,0.838742852210999,True,0.0234489705142956,0.0168879168212138,15,0.0266666666666667,14
tokyo_100159_temporal_spatial,100159,2018_1765800__event_002,21,0.835991024971008,True,0.0233720369039038,0.0171296355152727,10,0.02663139329806,15
tokyo_100159_temporal_spatial,100159,2018_1765798__event_002,17,0.8375244140625,True,0.0234149062952775,0.0170163233437527,14,0.0265005265005265,16
tokyo_100159_temporal_spatial,100159,2018_1765825__event_001,19,0.836675703525543,True,0.023391178655389,0.0168467402550659,16,0.0258161225849434,17
tokyo_100159_temporal_spatial,100159,2018_1765814__event_002,18,0.83685564994812,True,0.0233962094682848,0.0166666566656221,19,0.0254787406686141,18
tokyo_100159_temporal_spatial,100159,2018_1765784__event_001,14,0.838861167430878,True,0.0234522782862725,0.0164598848524306,25,0.0252782193958665,19
tokyo_100159_temporal_spatial,100159,2018_1765805__event_002,16,0.837875306606293,True,0.0234247162971051,0.0165060772287635,23,0.0252060875079264,20
tokyo_100159_temporal_spatial,100159,2018_1765796__event_002,22,0.8304203748703,True,0.023216296667653,0.0166799966346816,18,0.0250156347717323,21
tokyo_100159_temporal_spatial,100159,2018_1765830__event_002,20,0.83617228269577,True,0.0233771043772446,0.0165102688569606,21,0.0248456790123457,22
tokyo_100159_temporal_spatial,100159,2018_1765800__event_001,23,0.827625334262848,True,0.0231381549289573,0.0166314716549366,20,0.0245481927710843,23
tokyo_100159_temporal_spatial,100159,2018_1765809__event_001,24,0.82410740852356,True,0.0230398032867172,0.0165084043048041,22,0.0240998838559814,24
tokyo_100159_temporal_spatial,100159,2018_1765802__event_002,25,0.822149217128754,True,0.0229850575775203,0.0164640046591875,24,0.0236694677871148,25
tokyo_100159_temporal_spatial,100159,2018_1765823__event_001,26,0.792601943016052,True,0.0221589961003701,0.0163114880237526,26,0.0232558139534884,26
tokyo_100159_temporal_spatial,100159,2018_1765820__event_001,27,0.791121542453766,True,0.0221176081242546,0.0160171635344818,29,0.022730207929743,27
tokyo_100159_temporal_spatial,100159,2018_1765818__event_001,34,0.775706946849823,True,0.021686657926761,0.0161960819494649,27,0.0221325507459036,28
tokyo_100159_temporal_spatial,100159,2018_1765797__event_001,28,0.782799482345581,True,0.021884945942299,0.0158105455126838,37,0.0216729147141518,29
tokyo_100159_temporal_spatial,100159,2018_1765837__event_001,35,0.775472342967987,True,0.0216800990398588,0.0159760077436048,30,0.0216374269005848,30
tokyo_100159_temporal_spatial,100159,2018_1765820__event_002,31,0.781431078910828,True,0.0218466891014704,0.0158841424823474,34,0.0216273088613514,31
tokyo_100159_temporal_spatial,100159,2018_1765830__event_001,33,0.777122616767883,True,0.0217262362099965,0.0159370373576989,32,0.0216222533894343,32
tokyo_100159_temporal_spatial,100159,2018_1765785__event_002,30,0.782186150550842,True,0.0218677988523031,0.0158344076151184,36,0.0215277777777778,33
tokyo_100159_temporal_spatial,100159,2018_1765802__event_001,29,0.782196998596191,True,0.021868102134167,0.0157718986435622,39,0.0213369651571899,34
tokyo_100159_temporal_spatial,100159,2018_1765810__event_002,42,0.766796469688416,True,0.0214375452032661,0.0160193265824978,28,0.0211675579322638,35
tokyo_100159_temporal_spatial,100159,2018_1765825__event_002,41,0.768251538276672,True,0.021478224966238,0.0159686148388021,31,0.0208900010880209,36
tokyo_100159_temporal_spatial,100159,2018_1765805__event_001,39,0.771080255508423,True,0.0215573082118189,0.0159358184837315,33,0.0208536982730531,37
tokyo_100159_temporal_spatial,100159,2018_1765797__event_002,32,0.777266979217529,True,0.0217302721917235,0.0155832486091362,44,0.0204849498327759,38
tokyo_100159_temporal_spatial,100159,2018_1765785__event_001,36,0.773872971534729,True,0.0216353849615438,0.0157341672964743,40,0.0204166666666667,39
tokyo_100159_temporal_spatial,100159,2018_1765836__event_001,40,0.770298302173615,True,0.021535446921862,0.0158103307776632,38,0.0202040816326531,40
tokyo_100159_temporal_spatial,100159,2018_1765809__event_002,44,0.760483980178833,True,0.0212610651534013,0.0158447473140011,35,0.0201417004048583,41
tokyo_100159_temporal_spatial,100159,2018_1765784__event_002,37,0.772385835647583,True,0.0215938086840512,0.0156207575152627,43,0.0200180162145931,42
tokyo_100159_temporal_spatial,100159,2018_1765814__event_001,38,0.77127480506897,True,0.0215627472887622,0.0156513987294214,42,0.0200080032012805,43
tokyo_100159_temporal_spatial,100159,2018_1765836__event_002,43,0.764704644680023,True,0.0213790634614384,0.0156915719934145,41,0.0196097279630876,44
tokyo_100312_relational_after,100312,2018_1767876__event_001,1,0.907578945159912,True,0.0151493453747588,0.0111526699819082,2,0.0325224748810153,1
tokyo_100312_relational_after,100312,2018_1767921__event_001,2,0.900919556617737,True,0.0150381865851592,0.0110330432020927,4,0.0317540322580645,2
tokyo_100312_relational_after,100312,2018_1767895__event_001,3,0.900083661079407,True,0.0150242337821827,0.0110218920791628,6,0.031024531024531,3
tokyo_100312_relational_after,100312,2018_1767913__event_001,4,0.899308323860168,True,0.0150112918211789,0.0110232995064701,5,0.0310096153846154,4
tokyo_100312_relational_after,100312,2018_1767905__event_001,5,0.898479700088501,True,0.014997460398833,0.0110104129506112,7,0.0303099885189437,5
tokyo_100312_relational_after,100312,2018_1767925__event_001,6,0.897702932357788,True,0.0149844945596724,0.0109893322105955,9,0.0296442687747036,6
tokyo_100312_relational_after,100312,2018_1767887__event_001,8,0.896462559700012,True,0.0149637902078512,0.0109941991398842,8,0.0294117647058824,7
tokyo_100312_relational_after,100312,2018_1767940__event_001,9,0.895809471607208,True,0.0149528888343335,0.0109799671872819,12,0.0283816425120773,8
tokyo_100312_relational_after,100312,2018_1767867__event_001,13,0.89492267370224,True,0.0149380863669431,0.0109816321305224,11,0.0277831371792398,9
tokyo_100312_relational_after,100312,2018_1767863__event_001,7,0.897109806537628,True,0.0149745940788952,0.0109616325918375,18,0.0277458859548412,10
tokyo_100312_relational_after,100312,2018_1767893__event_001,15,0.894414186477661,True,0.0149295986771119,0.0109871315339652,10,0.0276190476190476,11
tokyo_100312_relational_after,100312,2018_1767963__event_001,16,0.893951237201691,True,0.0149218711086066,0.0109788770825588,13,0.0268565248738284,12
tokyo_100312_relational_after,100312,2018_1767934__event_001,14,0.894531488418579,True,0.0149315566859723,0.01097753046487,15,0.0268468468468469,13
tokyo_100312_relational_after,100312,2018_1767957__event_001,11,0.895199358463287,True,0.014942704800444,0.0109547345215067,21,0.0264301860545992,14
tokyo_100312_relational_after,100312,2018_1767964__event_001,12,0.895077645778656,True,0.0149406731672667,0.0109558783964788,20,0.0263888888888889,15
tokyo_100312_relational_after,100312,2018_1767950__event_001,18,0.893405377864838,True,0.0149127596019282,0.0109775912115572,14,0.0263340263340263,16
tokyo_100312_relational_after,100312,2018_1767914__event_001,10,0.895517826080322,True,0.014948020675109,0.0109421504472374,23,0.0263339070567986,17
tokyo_100312_relational_after,100312,2018_1767941__event_001,17,0.893881678581238,True,0.0149207100332306,0.0109568920778097,19,0.0256452408351143,18
tokyo_100312_relational_after,100312,2018_1767879__event_001,22,0.892439842224121,True,0.0148966428409887,0.0109743510990991,16,0.0253530166880616,19
tokyo_100312_relational_after,100312,2018_1767947__event_001,21,0.892975091934204,True,0.0149055772513373,0.010968420179137,17,0.0253326919993587,20
tokyo_100312_relational_after,100312,2018_1767907__event_002,53,0.830454885959625,True,0.0138619873815403,0.011363023667287,1,0.0252430001450747,21
tokyo_100312_relational_after,100312,2018_1767958__event_001,20,0.893096685409546,True,0.0149076068946681,0.0109523237221099,22,0.0246951219512195,22
tokyo_100312_relational_after,100312,2018_1767890__event_001,19,0.893336534500122,True,0.0149116104656306,0.0109296443938852,24,0.0245629897528632,23
tokyo_100312_relational_after,100312,2018_1767926__event_001,24,0.882948637008667,True,0.0147382152500905,0.0108274556520952,25,0.0236694677871148,24
tokyo_100312_relational_after,100312,2018_1767953__event_002,69,0.806895971298218,True,0.0134687410014171,0.011103721831833,3,0.023624953857512,25
tokyo_100312_relational_after,100312,2018_1767876__event_002,23,0.888969302177429,True,0.014838712442664,0.0106980084608326,27,0.0235424456446476,26
tokyo_100312_relational_after,100312,2018_1767902__event_001,25,0.882666885852814,True,0.0147335122481175,0.0108247856809297,26,0.0233926128590971,27
tokyo_100312_relational_after,100312,2018_1767879__event_002,26,0.86918693780899,True,0.0145085043965815,0.0104842276821709,28,0.0229915433403805,28
tokyo_100312_relational_after,100312,2018_1767950__event_002,27,0.866974890232086,True,0.0144715808067312,0.010460451973286,30,0.0226053639846743,29
tokyo_100312_relational_after,100312,2018_1767913__event_002,34,0.847251236438751,True,0.0141423527600021,0.010434232803692,33,0.0213909860443834,30
tokyo_100312_relational_after,100312,2018_1767925__event_002,28,0.854231417179108,True,0.0142588662262717,0.0103422966688946,43,0.021072374227714,31
tokyo_100312_relational_after,100312,2018_1767893__event_002,42,0.84466814994812,True,0.014099235773223,0.0104639236759559,29,0.0210398766248072,32
tokyo_100312_relational_after,100312,2018_1767867__event_002,37,0.846512317657471,True,0.0141300186970744,0.0104182559644937,34,0.0209475762228559,33
tokyo_100312_relational_after,100312,2018_1767934__event_002,38,0.846247673034668,True,0.0141256012380601,0.0104150595368227,35,0.0207303974221267,34
tokyo_100312_relational_after,100312,2018_1767964__event_002,30,0.849188923835754,True,0.0141746967183565,0.01029358046711,44,0.0207264957264957,35
tokyo_100312_relational_after,100312,2018_1767957__event_002,31,0.848672926425934,True,0.0141660836682019,0.0102834427212158,45,0.0205128205128205,36
tokyo_100312_relational_after,100312,2018_1767963__event_002,47,0.842643797397614,True,0.0140654451965339,0.0104444993638993,31,0.0203348053815344,37
tokyo_100312_relational_after,100312,2018_1767921__event_002,41,0.845372438430786,True,0.0141109917857708,0.0104145063699122,36,0.0203176567656766,38
tokyo_100312_relational_after,100312,2018_1767887__event_002,40,0.845697462558746,True,0.014116417101988,0.0104143749893834,37,0.0203092783505155,39
tokyo_100312_relational_after,100312,2018_1767905__event_002,39,0.845835030078888,True,0.0141187133847368,0.010408150060417,38,0.0203050917336632,40
tokyo_100312_relational_after,100312,2018_1767903__event_002,32,0.847953319549561,True,0.0141540719603914,0.010223817046289,48,0.0201288244766506,41
tokyo_100312_relational_after,100312,2018_1767947__event_002,49,0.841871798038483,True,0.0140525589512293,0.0104355028656052,32,0.0200438771439968,42
tokyo_100312_relational_after,100312,2018_1767870__event_001,33,0.847521901130676,True,0.0141468707062597,0.0101473569460163,52,0.0196812596006144,43
tokyo_100312_relational_after,100312,2018_1767895__event_002,45,0.843605935573578,True,0.0140815052468509,0.0103966979315779,39,0.0196248196248196,44
tokyo_100312_relational_after,100312,2018_1767907__event_003,29,0.850489318370819,True,0.0141964029578414,0.00990533205214729,60,0.0195692883895131,45
tokyo_100312_relational_after,100312,2018_1767940__event_002,46,0.842796742916107,True,0.0140679981694687,0.0103750713039012,40,0.0194339622641509,46
tokyo_100312_relational_after,100312,2018_1767935__event_001,35,0.846873879432678,True,0.0141360539012141,0.0101402494389349,53,0.0193758733115976,47
tokyo_100312_relational_after,100312,2018_1767903__event_001,36,0.846614122390747,True,0.0141317180259024,0.0101231426816946,54,0.0191885964912281,48
tokyo_100312_relational_after,100312,2018_1767890__event_002,43,0.844250440597534,True,0.0140922633514276,0.0102426545391052,46,0.0191427001282286,49
tokyo_100312_relational_after,100312,2018_1767863__event_002,44,0.843611836433411,True,0.0140816037442478,0.0102386395764446,47,0.018961179007908,50
tokyo_100312_relational_after,100312,2018_1767958__event_002,51,0.840636968612671,True,0.0140319471272659,0.0103565880192397,41,0.0189099991080189,51
tokyo_100312_relational_after,100312,2018_1767941__event_002,52,0.839324951171875,True,0.0140100468777567,0.0103461549229087,42,0.0187324929971989,52
tokyo_100312_relational_after,100312,2018_1767914__event_002,50,0.841278314590454,True,0.014042652500913,0.0102127978803623,49,0.0182652210175146,53
tokyo_100312_relational_after,100312,2018_1767926__event_002,54,0.826241254806519,True,0.0137916532756637,0.0101887348441551,50,0.0178628389154705,54
tokyo_100312_relational_after,100312,2018_1767945__event_001,48,0.841974496841431,True,0.0140542732039053,0.00994775758763655,57,0.0178062678062678,55
tokyo_100312_relational_after,100312,2018_1767902__event_002,55,0.826193690299988,True,0.0137908593269489,0.0101877401815288,51,0.0177046611829221,56
tokyo_100312_relational_after,100312,2018_1767866__event_001,56,0.818593740463257,True,0.0136640006492312,0.010009467042416,55,0.0173163418290855,57
tokyo_100312_relational_after,100312,2018_1767933__event_001,57,0.817845165729523,True,0.0136515054087448,0.0100009684558069,56,0.017167698202181,58
tokyo_100312_relational_after,100312,2018_1767945__event_002,59,0.816260397434235,True,0.0136250523906659,0.00975565603786463,62,0.0166000826560132,59
tokyo_100312_relational_after,100312,2018_1767885__event_001,61,0.813625276088715,True,0.013581066835932,0.00989334432878546,61,0.0165289256198347,60
tokyo_100312_relational_after,100312,2018_1767866__event_002,65,0.810990452766418,True,0.0135370862558141,0.00991912750433521,58,0.0164745762711864,61
tokyo_100312_relational_after,100312,2018_1767933__event_002,68,0.810157120227814,True,0.0135231762345353,0.00991002258310083,59,0.0162158613445378,62
tokyo_100312_relational_after,100312,2018_1767953__event_001,60,0.815070748329163,True,0.0136051947184892,0.0096496997282851,67,0.0162073490813648,63
tokyo_100312_relational_after,100312,2018_1767880__event_001,62,0.813264966011047,True,0.0135750525251796,0.0096615610085607,65,0.0161967213114754,64
tokyo_100312_relational_after,100312,2018_1767870__event_002,64,0.811388969421387,True,0.0135437383123387,0.00975241307584606,63,0.0161945974298453,65
