query_id,user_id,event_id,dense_rank,dense_score,is_personalization_seed,personalization_weight,ppr_score,ppr_rank,rrf_score,final_rank
tokyo_100159_relational_after,100159,2018_1765818__event_001,14,0.843266487121582,False,0,0.000531457953410962,25,0.0252782193958665,16
tokyo_100159_relational_after,100159,2018_1765797__event_001,10,0.849377155303955,False,0,0.000159687420126117,33,0.0250384024577573,17
tokyo_100159_relational_after,100159,2018_1765797__event_002,12,0.847083270549774,False,0,0.000203222303185022,31,0.0248778998778999,18
tokyo_100159_relational_after,100159,2018_1765805__event_002,41,0.795097708702087,False,0,0.0263956536364714,7,0.0248263632333383,19
tokyo_100159_relational_after,100159,2018_1765788__event_001,32,0.825757503509521,False,0,0.00197992260085882,14,0.0243830787309048,20
tokyo_100159_relational_after,100159,2018_1765785__event_002,13,0.844559371471405,False,0,0.000152907732462451,34,0.0243369280093267,21
tokyo_100159_relational_after,100159,2018_1765816__event_002,31,0.826832413673401,False,0,0.00195940443642746,16,0.0241469057258531,22
tokyo_100159_relational_after,100159,2018_1765788__event_002,22,0.83504045009613,False,0,0.000561549747248618,24,0.0240998838559814,23
tokyo_100159_relational_after,100159,2018_1765796__event_001,30,0.828328251838684,False,0,0.00195507239130238,17,0.0240981240981241,24
tokyo_100159_relational_after,100159,2018_1765818__event_002,33,0.825184464454651,False,0,0.00197338090654005,15,0.0240860215053763,25
tokyo_100159_relational_after,100159,2018_1765798__event_001,25,0.83295601606369,False,0,0.000730993678981866,22,0.0239598278335725,26
tokyo_100159_relational_after,100159,2018_1765810__event_002,19,0.83893084526062,False,0,0.000259951665924602,29,0.023894182904281,27
tokyo_100159_relational_after,100159,2018_1765785__event_001,17,0.841261863708496,False,0,0.000172035740003615,32,0.0238565782044043,28
tokyo_100159_relational_after,100159,2018_1765814__event_001,21,0.836798787117004,False,0,0.000210948792454343,30,0.0234567901234568,29
tokyo_100159_relational_after,100159,2018_1765810__event_001,29,0.830401301383972,False,0,0.000724451984663101,23,0.0232841478272641,30
tokyo_100159_relational_after,100159,2018_1765809__event_002,18,0.840854227542877,False,0,0.000133574696984567,36,0.0232371794871795,31
tokyo_100159_relational_after,100159,2018_1765830__event_002,36,0.806631207466125,False,0,0.00101908088427089,19,0.0230748945147679,32
tokyo_100159_relational_after,100159,2018_1765798__event_002,26,0.832422852516174,False,0,0.000290043459762259,28,0.0229915433403805,33
tokyo_100159_relational_after,100159,2018_1765809__event_001,24,0.834197759628296,False,0,0.000143117926757162,35,0.0224310776942356,34
tokyo_100159_relational_after,100159,2018_1765802__event_002,28,0.831194639205933,False,0,0.000120186748264088,37,0.0216729147141518,35
tokyo_100159_relational_after,100159,2018_1765796__event_002,39,0.80150294303894,False,0,0.0004472387824709,27,0.0215952629745733,36
tokyo_100159_relational_after,100159,2018_1765816__event_001,44,0.780413269996643,False,0,0.000467166189221661,26,0.0212432915921288,37
tokyo_100159_relational_after,100159,2018_1765802__event_001,34,0.815335392951965,False,0,2.80912745673466e-05,41,0.0205392879713503,38
tokyo_100159_relational_after,100159,2018_1765792__event_001,40,0.801026999950409,False,0,4.37206510444862e-05,38,0.0202040816326531,39
tokyo_100159_relational_after,100159,2018_1765784__event_002,35,0.812609732151031,False,0,9.99365241520544e-06,44,0.0201417004048583,40
tokyo_100159_relational_after,100159,2018_1765827__event_001,37,0.80473530292511,False,0,1.00737820793281e-05,43,0.0200180162145931,41
tokyo_100159_relational_after,100159,2018_1765792__event_002,38,0.802608013153076,False,0,1.01437810618541e-05,42,0.0200080032012805,42
tokyo_100159_relational_after,100159,2018_1765784__event_001,42,0.794085204601288,False,0,4.36865310685387e-05,39,0.0199049316696376,43
tokyo_100159_relational_after,100159,2018_1765827__event_002,43,0.781171798706055,False,0,4.33986561095502e-05,40,0.0197087378640777,44
tokyo_100159_semantic,100159,2018_1765805__event_002,1,0.87114417552948,True,0.202008587087198,0.116862877846478,3,0.0322664584959667,1
tokyo_100159_semantic,100159,2018_1765827__event_002,3,0.86118745803833,True,0.199699735706551,0.138566392133532,1,0.0322664584959667,2
tokyo_100159_semantic,100159,2018_1765827__event_001,4,0.858731865882874,True,0.199130311361282,0.13855015219866,2,0.0317540322580645,3
tokyo_100159_semantic,100159,2018_1765837__event_002,2,0.863258719444275,True,0.200180038051279,0.1134201782685,4,0.0317540322580645,4
tokyo_100159_semantic,100159,2018_1765823__event_002,5,0.85808938741684,True,0.19898132779369,0.110729804014985,5,0.0307692307692308,5
tokyo_100159_semantic,100159,2018_1765816__event_001,6,0.857626616954803,False,0,0.00481075631065679,9,0.0296442687747036,6
tokyo_100159_semantic,100159,2018_1765814__event_002,7,0.85746842622757,False,0,0.00362113600389496,11,0.0290098801765819,7
tokyo_100159_semantic,100159,2018_1765816__event_002,9,0.856210827827454,False,0,0.00255359310495226,12,0.0283816425120773,8
tokyo_100159_semantic,100159,2018_1765818__event_002,8,0.856728315353394,False,0,0.00159200711975805,15,0.0280392156862745,9
tokyo_100159_semantic,100159,2018_1765800__event_002,12,0.853996872901917,False,0,0.00162192286295709,13,0.0275875190258752,10
tokyo_100159_semantic,100159,2018_1765792__event_002,16,0.85194993019104,False,0,0.00480432777189221,10,0.0274436090225564,11
tokyo_100159_semantic,100159,2018_1765788__event_001,17,0.850928723812103,False,0,0.00159699632006464,14,0.0265005265005265,12
tokyo_100159_semantic,100159,2018_1765823__event_001,26,0.80615770816803,False,0,0.0248661397892475,8,0.0263337893296854,13
tokyo_100159_semantic,100159,2018_1765837__event_001,30,0.798237085342407,False,0,0.0254692196292779,7,0.0260364842454395,14
tokyo_100159_semantic,100159,2018_1765792__event_001,19,0.850417494773865,False,0,0.00124834703776984,17,0.0256452408351143,15
tokyo_100159_semantic,100159,2018_1765796__event_001,21,0.845977962017059,False,0,0.0015866822851318,16,0.0255035737491878,16
tokyo_100159_semantic,100159,2018_1765805__event_001,40,0.784889101982117,False,0,0.0260371141530716,6,0.0251515151515152,17
tokyo_100159_semantic,100159,2018_1765798__event_002,11,0.854305863380432,False,0,7.62955117839259e-05,33,0.0248371952142965,18
tokyo_100159_semantic,100159,2018_1765830__event_002,15,0.852402687072754,False,0,0.000275344883723588,27,0.0248275862068966,19
tokyo_100159_semantic,100159,2018_1765825__event_001,14,0.852845788002014,False,0,0.000189873779416661,29,0.0247494685696933,20
tokyo_100159_semantic,100159,2018_1765788__event_002,18,0.850597202777863,False,0,0.00041041109730776,24,0.0247252747252747,21
tokyo_100159_semantic,100159,2018_1765798__event_001,10,0.855260729789734,False,0,6.0064626190577e-05,38,0.0244897959183673,22
tokyo_100159_semantic,100159,2018_1765830__event_001,28,0.799540162086487,False,0,0.000872516719541168,18,0.0241841491841492,23
tokyo_100159_semantic,100159,2018_1765800__event_001,24,0.840644836425781,False,0,0.000525073196365231,23,0.0239529546758462,24
tokyo_100159_semantic,100159,2018_1765820__event_001,29,0.798703193664551,False,0,0.000847148981469561,19,0.023894182904281,25
tokyo_100159_semantic,100159,2018_1765810__event_001,13,0.853468060493469,False,0,5.50754258839822e-05,41,0.0235996202359962,26
tokyo_100159_semantic,100159,2018_1765784__event_001,20,0.846849679946899,False,0,0.000165034594219539,31,0.023489010989011,27
tokyo_100159_semantic,100159,2018_1765796__event_002,25,0.837841153144836,False,0,0.000362966536274977,26,0.0233926128590971,28
tokyo_100159_semantic,100159,2018_1765814__event_001,38,0.786282241344452,False,0,0.00082571653450921,20,0.0227040816326531,29
tokyo_100159_semantic,100159,2018_1765818__event_001,33,0.795213222503662,False,0,0.000387460775869954,25,0.022517394054396,30
tokyo_100159_semantic,100159,2018_1765809__event_001,22,0.843611359596252,False,0,6.46787597105055e-05,37,0.022504400301735,31
tokyo_100159_semantic,100159,2018_1765825__event_002,42,0.781888604164124,False,0,0.0006734176174505,21,0.0221496005809731,32
tokyo_100159_semantic,100159,2018_1765802__event_002,23,0.84106832742691,False,0,5.59880568086327e-05,39,0.0221492028720944,33
tokyo_100159_semantic,100159,2018_1765797__event_001,27,0.802999019622803,False,0,7.3660187214405e-05,34,0.0221325507459036,34
tokyo_100159_semantic,100159,2018_1765820__event_002,34,0.793695211410522,False,0,0.000242446298680926,28,0.0220019342359768,35
tokyo_100159_semantic,100159,2018_1765836__event_002,44,0.778606772422791,False,0,0.000672936996475695,22,0.0218105065666041,36
tokyo_100159_semantic,100159,2018_1765797__event_002,32,0.797527194023132,False,0,9.37865811032446e-05,32,0.0217391304347826,37
tokyo_100159_semantic,100159,2018_1765836__event_001,36,0.791198551654816,False,0,0.000187662922903993,30,0.0215277777777778,38
tokyo_100159_semantic,100159,2018_1765785__event_002,35,0.793685078620911,False,0,6.92130595711256e-05,36,0.0209429824561404,39
tokyo_100159_semantic,100159,2018_1765802__event_001,31,0.797736525535583,False,0,1.54556376617582e-05,44,0.0206043956043956,40
tokyo_100159_semantic,100159,2018_1765785__event_001,41,0.784479379653931,False,0,7.33297939868369e-05,35,0.0204273058884836,41
tokyo_100159_semantic,100159,2018_1765810__event_002,37,0.7872633934021,False,0,5.33451903461195e-05,42,0.0201131999191429,42
tokyo_100159_semantic,100159,2018_1765784__event_002,39,0.784976601600647,False,0,3.77530119703691e-05,43,0.0198097479650878,43
tokyo_100159_semantic,100159,2018_1765809__event_002,43,0.781075537204742,False,0,5.54328716874685e-05,40,0.0197087378640777,44
tokyo_100159_temporal_spatial,100159,2018_1765792__event_002,1,0.876987099647522,True,0.203934730860012,0.146576206257387,1,0.0327868852459016,1
tokyo_100159_temporal_spatial,100159,2018_1765827__event_001,2,0.867625713348389,True,0.201757832481281,0.145475134467364,2,0.032258064516129,2
tokyo_100159_temporal_spatial,100159,2018_1765792__event_001,3,0.855461835861206,True,0.198929242320081,0.142326999713588,4,0.0314980158730159,3
tokyo_100159_temporal_spatial,100159,2018_1765827__event_002,5,0.849170625209808,True,0.197466283114077,0.142486625587986,3,0.0312576312576313,4
tokyo_100159_temporal_spatial,100159,2018_1765816__event_001,4,0.851086974143982,True,0.197911911224549,0.116683298079919,5,0.0310096153846154,5
tokyo_100159_temporal_spatial,100159,2018_1765788__event_001,6,0.844458222389221,False,0,0.000362621290406125,11,0.0292360221937687,6
tokyo_100159_temporal_spatial,100159,2018_1765823__event_002,7,0.841381669044495,False,0,0.000362622314334833,10,0.0292110874200426,7
tokyo_100159_temporal_spatial,100159,2018_1765816__event_002,13,0.839507579803467,False,0,0.0257103204620518,6,0.0288501452885015,8
tokyo_100159_temporal_spatial,100159,2018_1765784__event_001,14,0.838861167430878,False,0,0.00053519095956234,8,0.0282193958664547,9
tokyo_100159_temporal_spatial,100159,2018_1765818__event_002,10,0.840662181377411,False,0,0.000362173877062964,13,0.0279843444227006,10
tokyo_100159_temporal_spatial,100159,2018_1765788__event_002,8,0.841272234916687,False,0,8.38818880587352e-05,16,0.0278637770897833,11
tokyo_100159_temporal_spatial,100159,2018_1765796__event_001,12,0.839838266372681,False,0,0.000362408695131915,12,0.0277777777777778,12
tokyo_100159_temporal_spatial,100159,2018_1765800__event_001,23,0.827625334262848,False,0,0.000616074130679087,7,0.0269735659054127,13
tokyo_100159_temporal_spatial,100159,2018_1765800__event_002,21,0.835991024971008,False,0,0.00047831525582618,9,0.0268384326355341,14
tokyo_100159_temporal_spatial,100159,2018_1765798__event_002,17,0.8375244140625,False,0,5.76463156914504e-06,20,0.025487012987013,15
tokyo_100159_temporal_spatial,100159,2018_1765837__event_002,9,0.841177344322205,False,0,3.36742674134417e-06,33,0.0252454417952314,16
tokyo_100159_temporal_spatial,100159,2018_1765796__event_002,22,0.8304203748703,False,0,8.2903949974593e-05,17,0.0251821349382325,17
tokyo_100159_temporal_spatial,100159,2018_1765823__event_001,26,0.792601943016052,False,0,8.38865981326059e-05,15,0.0249612403100775,18
tokyo_100159_temporal_spatial,100159,2018_1765798__event_001,11,0.840170741081238,False,0,3.28191001455352e-06,34,0.0247228049145939,19
tokyo_100159_temporal_spatial,100159,2018_1765830__event_002,20,0.83617228269577,False,0,4.68159689918301e-06,22,0.0246951219512195,20
tokyo_100159_temporal_spatial,100159,2018_1765820__event_001,27,0.791121542453766,False,0,5.91473960869016e-06,19,0.0241524807216645,21
tokyo_100159_temporal_spatial,100159,2018_1765810__event_001,15,0.838742852210999,False,0,2.83449667139258e-06,35,0.023859649122807,22
tokyo_100159_temporal_spatial,100159,2018_1765784__event_002,37,0.772385835647583,False,0,0.000122429303808688,14,0.023822791864029,23
tokyo_100159_temporal_spatial,100159,2018_1765818__event_001,34,0.775706946849823,False,0,8.18237866179234e-05,18,0.0234588106928532,24
tokyo_100159_temporal_spatial,100159,2018_1765797__event_002,32,0.777266979217529,False,0,4.681656474249e-06,21,0.023215244229737,25
tokyo_100159_temporal_spatial,100159,2018_1765809__event_001,24,0.82410740852356,False,0,3.46938840621888e-06,29,0.0231407169609417,26
tokyo_100159_temporal_spatial,100159,2018_1765820__event_002,31,0.781431078910828,False,0,3.95176459903915e-06,23,0.0230372037600953,27
tokyo_100159_temporal_spatial,100159,2018_1765814__event_002,18,0.83685564994812,False,0,2.7682332909062e-06,38,0.0230245944531659,28
tokyo_100159_temporal_spatial,100159,2018_1765797__event_001,28,0.782799482345581,False,0,3.67550010021764e-06,27,0.0228578892371996,29
tokyo_100159_temporal_spatial,100159,2018_1765805__event_002,16,0.837875306606293,False,0,4.81965845769912e-07,44,0.0227732793522267,30
tokyo_100159_temporal_spatial,100159,2018_1765825__event_001,19,0.836675703525543,False,0,2.58618952057271e-06,39,0.0227592379491114,31
tokyo_100159_temporal_spatial,100159,2018_1765830__event_001,33,0.777122616767883,False,0,3.67523795722069e-06,28,0.0221163245356794,32
tokyo_100159_temporal_spatial,100159,2018_1765785__event_002,30,0.782186150550842,False,0,3.39788392790159e-06,31,0.0221001221001221,33
tokyo_100159_temporal_spatial,100159,2018_1765802__event_002,25,0.822149217128754,False,0,2.77144008444612e-06,37,0.0220739842328684,34
tokyo_100159_temporal_spatial,100159,2018_1765836__event_001,40,0.770298302173615,False,0,3.70045448098692e-06,26,0.0216279069767442,35
tokyo_100159_temporal_spatial,100159,2018_1765810__event_002,42,0.766796469688416,False,0,3.70653012833332e-06,25,0.0215686274509804,36
tokyo_100159_temporal_spatial,100159,2018_1765785__event_001,36,0.773872971534729,False,0,3.40462208366236e-06,30,0.0215277777777778,37
tokyo_100159_temporal_spatial,100159,2018_1765809__event_002,44,0.760483980178833,False,0,3.84455007595003e-06,24,0.0215201465201465,38
tokyo_100159_temporal_spatial,100159,2018_1765837__event_001,35,0.775472342967987,False,0,3.38954880223954e-06,32,0.021395881006865,39
tokyo_100159_temporal_spatial,100159,2018_1765802__event_001,29,0.782196998596191,False,0,6.33987622266485e-07,42,0.0210398766248072,40
tokyo_100159_temporal_spatial,100159,2018_1765836__event_002,43,0.764704644680023,False,0,2.80654865292109e-06,36,0.0201254045307443,41
tokyo_100159_temporal_spatial,100159,2018_1765805__event_001,39,0.771080255508423,False,0,2.10687725508234e-06,41,0.02000200020002,42
tokyo_100159_temporal_spatial,100159,2018_1765814__event_001,38,0.77127480506897,False,0,6.33258809155988e-07,43,0.0199128194967307,43
tokyo_100159_temporal_spatial,100159,2018_1765825__event_002,41,0.768251538276672,False,0,2.56431714944762e-06,40,0.0199009900990099,44
tokyo_100312_relational_after,100312,2018_1767876__event_001,1,0.907578945159912,True,0.20139911004587,0.112790054179322,1,0.0327868852459016,1
tokyo_100312_relational_after,100312,2018_1767921__event_001,2,0.900919556617737,True,0.199921337855366,0.11204150237908,2,0.032258064516129,2
tokyo_100312_relational_after,100312,2018_1767895__event_001,3,0.900083661079407,True,0.199735845873199,0.111939923436464,3,0.0317460317460317,3
tokyo_100312_relational_after,100312,2018_1767913__event_001,4,0.899308323860168,True,0.199563792271942,0.111683478912289,4,0.03125,4
tokyo_100312_relational_after,100312,2018_1767905__event_001,5,0.898479700088501,True,0.199379913953624,0.111570443724771,5,0.0307692307692308,5
tokyo_100312_relational_after,100312,2018_1767887__event_001,8,0.896462559700012,False,0,0.00239854504908555,11,0.0287903893951947,6
tokyo_100312_relational_after,100312,2018_1767940__event_001,9,0.895809471607208,False,0,0.00238620513112251,12,0.0283816425120773,7
tokyo_100312_relational_after,100312,2018_1767893__event_001,15,0.894414186477661,False,0,0.00222383292988538,13,0.0270319634703196,8
tokyo_100312_relational_after,100312,2018_1767876__event_002,23,0.888969302177429,False,0,0.0258016463797124,8,0.0267540751240255,9
tokyo_100312_relational_after,100312,2018_1767964__event_001,12,0.895077645778656,False,0,0.00221954956187425,18,0.0267094017094017,10
tokyo_100312_relational_after,100312,2018_1767863__event_001,7,0.897109806537628,False,0,0.0022132700758732,26,0.0265532801110725,11
tokyo_100312_relational_after,100312,2018_1767925__event_001,6,0.897702932357788,False,0,0.0022132700758732,28,0.0265151515151515,12
tokyo_100312_relational_after,100312,2018_1767963__event_001,16,0.893951237201691,False,0,0.00222383292988538,15,0.0264912280701754,13
tokyo_100312_relational_after,100312,2018_1767867__event_001,13,0.89492267370224,False,0,0.00221494694799993,19,0.0263568579850876,14
tokyo_100312_relational_after,100312,2018_1767934__event_001,14,0.894531488418579,False,0,0.00221494694799993,20,0.0260135135135135,15
tokyo_100312_relational_after,100312,2018_1767947__event_001,21,0.892975091934204,False,0,0.00222383292988538,14,0.0258591925258592,16
tokyo_100312_relational_after,100312,2018_1767890__event_001,19,0.893336534500122,False,0,0.00221954956187425,16,0.0258161225849434,17
tokyo_100312_relational_after,100312,2018_1767950__event_001,18,0.893405377864838,False,0,0.00221954956187425,17,0.0258075258075258,18
tokyo_100312_relational_after,100312,2018_1767914__event_001,10,0.895517826080322,False,0,0.0022132700758732,27,0.0257799671592775,19
tokyo_100312_relational_after,100312,2018_1767941__event_001,17,0.893881678581238,False,0,0.00221494694799993,21,0.0253326919993587,20
tokyo_100312_relational_after,100312,2018_1767957__event_001,11,0.895199358463287,False,0,0.0022132700758732,29,0.0253204620984333,21
tokyo_100312_relational_after,100312,2018_1767913__event_002,34,0.847251236438751,False,0,0.0251161628077957,9,0.0251310514955288,22
tokyo_100312_relational_after,100312,2018_1767921__event_002,41,0.845372438430786,False,0,0.0259049613544529,6,0.0250525052505251,23
tokyo_100312_relational_after,100312,2018_1767958__event_001,20,0.893096685409546,False,0,0.00221494694799993,22,0.0246951219512195,24
tokyo_100312_relational_after,100312,2018_1767895__event_002,45,0.843605935573578,False,0,0.0258828789756235,7,0.0244491826581379,25
tokyo_100312_relational_after,100312,2018_1767905__event_002,39,0.845835030078888,False,0,0.0250375089086611,10,0.0243867243867244,26
tokyo_100312_relational_after,100312,2018_1767879__event_001,22,0.892439842224121,False,0,0.00221338249760969,25,0.0239598278335725,27
tokyo_100312_relational_after,100312,2018_1767902__event_001,25,0.882666885852814,False,0,0.00221487431692623,23,0.0238128986534373,28
tokyo_100312_relational_after,100312,2018_1767926__event_001,24,0.882948637008667,False,0,0.00221487431692623,24,0.0238095238095238,29
tokyo_100312_relational_after,100312,2018_1767950__event_002,27,0.866974890232086,False,0,0.000535189247906535,36,0.0219109195402299,30
tokyo_100312_relational_after,100312,2018_1767964__event_002,30,0.849188923835754,False,0,0.000535189247906535,37,0.0214203894616266,31
tokyo_100312_relational_after,100312,2018_1767879__event_002,26,0.86918693780899,False,0,0.000506820751956147,44,0.0212432915921288,32
tokyo_100312_relational_after,100312,2018_1767887__event_002,40,0.845697462558746,False,0,0.00135856848970996,30,0.0211111111111111,33
tokyo_100312_relational_after,100312,2018_1767925__event_002,28,0.854231417179108,False,0,0.00050630361180162,47,0.0207094307561597,34
tokyo_100312_relational_after,100312,2018_1767893__event_002,42,0.84466814994812,False,0,0.00055489274074148,32,0.0206734867860188,35
tokyo_100312_relational_after,100312,2018_1767867__event_002,37,0.846512317657471,False,0,0.00051401722380145,38,0.0205133599831685,36
tokyo_100312_relational_after,100312,2018_1767940__event_002,46,0.842796742916107,False,0,0.00130180486656561,31,0.0204229732531619,37
tokyo_100312_relational_after,100312,2018_1767934__event_002,38,0.846247673034668,False,0,0.00051401722380145,39,0.0203050917336632,38
tokyo_100312_relational_after,100312,2018_1767957__event_002,31,0.848672926425934,False,0,0.00050630361180162,48,0.0202482702482703,39
tokyo_100312_relational_after,100312,2018_1767890__event_002,43,0.844250440597534,False,0,0.000535189247906535,35,0.0202350536535514,40
tokyo_100312_relational_after,100312,2018_1767963__event_002,47,0.842643797397614,False,0,0.00055489274074148,34,0.0199840922648638,41
tokyo_100312_relational_after,100312,2018_1767947__event_002,49,0.841871798038483,False,0,0.00055489274074148,33,0.0199270000986485,42
tokyo_100312_relational_after,100312,2018_1767907__event_003,29,0.850489318370819,False,0,1.29277559908945e-05,56,0.0198566447113522,43
tokyo_100312_relational_after,100312,2018_1767870__event_001,33,0.847521901130676,False,0,7.0635782890172e-05,51,0.019761697181052,44
tokyo_100312_relational_after,100312,2018_1767903__event_002,32,0.847953319549561,False,0,2.37774661993583e-05,53,0.0197191227395152,45
tokyo_100312_relational_after,100312,2018_1767903__event_001,36,0.846614122390747,False,0,0.000104261772980369,49,0.0195909785932722,46
tokyo_100312_relational_after,100312,2018_1767935__event_001,35,0.846873879432678,False,0,7.06317891338462e-05,52,0.0194548872180451,47
tokyo_100312_relational_after,100312,2018_1767863__event_002,44,0.843611836433411,False,0,0.00050630361180162,45,0.0191391941391941,48
tokyo_100312_relational_after,100312,2018_1767941__event_002,52,0.839324951171875,False,0,0.00051401722380145,40,0.0189285714285714,49
tokyo_100312_relational_after,100312,2018_1767958__event_002,51,0.840636968612671,False,0,0.00051401722380145,41,0.0189099991080189,50
tokyo_100312_relational_after,100312,2018_1767926__event_002,54,0.826241254806519,False,0,0.000513683120843448,42,0.0185758513931889,51
tokyo_100312_relational_after,100312,2018_1767914__event_002,50,0.841278314590454,False,0,0.00050630361180162,46,0.01852487135506,52
tokyo_100312_relational_after,100312,2018_1767902__event_002,55,0.826193690299988,False,0,0.000513683120843448,43,0.0184043900379907,53
tokyo_100312_relational_after,100312,2018_1767907__event_002,53,0.830454885959625,False,0,7.65060655503531e-05,50,0.017940466613033,54
tokyo_100312_relational_after,100312,2018_1767945__event_001,48,0.841974496841431,False,0,8.44302472897727e-09,68,0.0170717592592593,55
tokyo_100312_relational_after,100312,2018_1767907__event_001,58,0.817677974700928,False,0,1.24553317386042e-05,57,0.017021584818195,56
tokyo_100312_relational_after,100312,2018_1767870__event_002,64,0.811388969421387,False,0,1.61060334016253e-05,54,0.0168364459535937,57
tokyo_100312_relational_after,100312,2018_1767866__event_001,56,0.818593740463257,False,0,9.60849560633187e-09,65,0.0166206896551724,58
tokyo_100312_relational_after,100312,2018_1767935__event_002,67,0.810359597206116,False,0,1.60876619513912e-05,55,0.0165696679219445,59
tokyo_100312_relational_after,100312,2018_1767945__event_002,59,0.816260397434235,False,0,3.69018986011316e-08,63,0.0165334426453508,60
tokyo_100312_relational_after,100312,2018_1767933__event_001,57,0.817845165729523,False,0,9.60849560633187e-09,66,0.0164835164835165,61
tokyo_100312_relational_after,100312,2018_1767953__event_001,60,0.815070748329163,False,0,1.15241081255781e-08,64,0.0163978494623656,62
tokyo_100312_relational_after,100312,2018_1767953__event_003,66,0.810582399368286,False,0,4.79929850362649e-08,59,0.0163398692810457,63
tokyo_100312_relational_after,100312,2018_1767866__event_002,65,0.810990452766418,False,0,4.08675380340857e-08,60,0.0163333333333333,64
tokyo_100312_relational_after,100312,2018_1767953__event_002,69,0.806895971298218,False,0,6.29265460636959e-08,58,0.0162265142556826,65
tokyo_100312_relational_after,100312,2018_1767885__event_001,61,0.813625276088715,False,0,8.76218499863453e-09,67,0.0161384785579489,66
tokyo_100312_relational_after,100312,2018_1767933__event_002,68,0.810157120227814,False,0,4.08675380340857e-08,61,0.0160769628099174,67
tokyo_100312_relational_after,100312,2018_1767880__event_001,62,0.813264966011047,False,0,2.23914171464202e-12,69,0.0159486592959715,68
tokyo_100312_relational_after,100312,2018_1767885__event_002,70,0.798765659332275,False,0,3.69743053425072e-08,62,0.0158890290037831,69
tokyo_100312_relational_after,100312,2018_1767880__event_002,63,0.81234472990036,False,0,2.23914171464202e-12,70,0.0158223889931207,70
tokyo_100312_semantic,100312,2018_1767925__event_002,1,0.854152679443359,True,0.202571300439873,0.117152973551523,2,0.0325224748810153,1
tokyo_100312_semantic,100312,2018_1767958__event_002,2,0.842526137828827,True,0.199813943691886,0.117304775532002,1,0.0325224748810153,2
tokyo_100312_semantic,100312,2018_1767887__event_002,3,0.840439796447754,True,0.199319145868386,0.117029655949605,3,0.0317460317460317,3
tokyo_100312_semantic,100312,2018_1767913__event_002,4,0.840310096740723,True,0.199288386217386,0.11701281137882,4,0.03125,4
tokyo_100312_semantic,100312,2018_1767941__event_002,5,0.83912456035614,True,0.199007223782469,0.116863000343512,5,0.0307692307692308,5
tokyo_100312_semantic,100312,2018_1767947__event_001,13,0.829665958881378,False,0,0.000512695249077557,12,0.0275875190258752,6
tokyo_100312_semantic,100312,2018_1767925__event_001,21,0.827207922935486,False,0,0.0259547347622196,7,0.027271052146674,7
tokyo_100312_semantic,100312,2018_1767893__event_001,16,0.829000234603882,False,0,0.000512695249077557,11,0.0272424017790956,8
tokyo_100312_semantic,100312,2018_1767963__event_001,14,0.829375922679901,False,0,0.000512695249077557,13,0.0272121436504998,9
tokyo_100312_semantic,100312,2018_1767958__event_001,25,0.824452757835388,False,0,0.0259877351928095,6,0.0269162210338681,10
tokyo_100312_semantic,100312,2018_1767867__event_001,17,0.828733325004578,False,0,0.000512555164848897,14,0.0265005265005265,11
tokyo_100312_semantic,100312,2018_1767963__event_002,6,0.838571429252625,False,0,0.000119591788017489,32,0.0260210803689065,12
tokyo_100312_semantic,100312,2018_1767934__event_001,19,0.828006267547607,False,0,0.000512555164848897,15,0.0259915611814346,13
