node_id,node_type,user_id,event_id,venue_id,trail_id,name,category,timestamp,city,address,latitude,longitude,is_high_memory_load
event::2018_1003995__event_002,event,50046,2018_1003995__event_002,4445,2018_1003995,セブンイレブン 福生牛浜郵便局前店,Convenience Store,2017-12-29 09:03:00,Fussa,牛浜41-1,35.73323541945502,139.33037281036377,True
event::2018_1003997__event_001,event,50046,2018_1003997__event_001,83,2018_1003997,イオンモール日の出,Shopping Mall,2017-12-31 01:23:00,Fussa,平井237-3,35.73477061492302,139.27481174119748,True
event::2018_1003997__event_002,event,50046,2018_1003997__event_002,158,2018_1003997,西友 福生店,Supermarket,2017-12-31 03:39:00,Fussa,東町5-1,35.742865858657346,139.3281601243152,True
event::2018_1003999__event_001,event,50046,2018_1003999__event_001,181,2018_1003999,羽村市動物公園,Zoo,2018-01-03 09:29:00,Fussa,羽4122,35.766041531240155,139.32871724072075,True
event::2018_1003999__event_002,event,50046,2018_1003999__event_002,33,2018_1003999,ヨドバシカメラ 八王子店,Electronics Store,2018-01-03 11:08:00,Hachiōji,東町7-4,35.65796862448804,139.33949173729914,True
event::2018_1003999__event_003,event,50046,2018_1003999__event_003,1611,2018_1003999,三代目 哲麺 羽村店,Ramen Restaurant,2018-01-03 12:07:00,Fussa,神明台1-4-9,35.757291427205594,139.31912400878005,True
event::2018_1004003__event_001,event,50046,2018_1004003__event_001,445,2018_1004003,コジマ×ビックカメラ 福生店,Electronics Store,2018-01-26 08:37:00,Fussa,本町36,35.74023545898117,139.33070292700035,True
event::2018_1004003__event_002,event,50046,2018_1004003__event_002,6,2018_1004003,Starbucks,Coffee Shop,2018-01-26 08:43:00,Fussa,東町5-1,35.742716563871404,139.32822653023197,True
event::2018_1004013__event_001,event,50046,2018_1004013__event_001,193,2018_1004013,カインズ,Furniture / Home Store,2018-03-10 11:05:00,Fussa,新町6-9-4,35.79244,139.31526,True
event::2018_1004013__event_002,event,50046,2018_1004013__event_002,2093,2018_1004013,ラーメン五ノ神,Ramen Restaurant,2018-03-10 12:19:00,Fussa,五ノ神4-6-9,35.76103997319449,139.31607825227087,True
event::2018_1004024__event_001,event,50046,2018_1004024__event_001,158,2018_1004024,西友 福生店,Supermarket,2018-04-14 05:45:00,Fussa,東町5-1,35.742865858657346,139.3281601243152,True
event::2018_1004024__event_002,event,50046,2018_1004024__event_002,927,2018_1004024,Starbucks,Coffee Shop,2018-04-14 06:50:00,Fussa,平井237‐3,35.73452835879248,139.27381575107574,True
event::2018_1004024__event_003,event,50046,2018_1004024__event_003,4616,2018_1004024,ビッグ・エー 羽村神明台店,Discount Store,2018-04-14 12:05:00,Fussa,神明台1-3-20,35.756706,139.31921,True
event::2018_1004026__event_001,event,50046,2018_1004026__event_001,778,2018_1004026,オザム 小作店,Grocery Store,2018-04-22 05:29:00,Fussa,羽加美1-10-3,35.77106541388965,139.30415202579496,True
event::2018_1004026__event_002,event,50046,2018_1004026__event_002,3822,2018_1004026,横浜家系ラーメン おか家,Ramen Restaurant,2018-04-22 06:19:00,Fussa,羽東2-15-1,35.756621320811355,139.3141324827942,True
event::2018_1004027__event_001,event,50046,2018_1004027__event_001,3419,2018_1004027,佐川急便 福生営業所,Miscellaneous Shop,2018-04-24 08:58:00,Fussa,福生2217-1,35.74235434048251,139.33723462942348,True
event::2018_1004027__event_002,event,50046,2018_1004027__event_002,600,2018_1004027,イオン 日の出店,Supermarket,2018-04-24 10:07:00,Fussa,平井237-3,35.73501736409029,139.27634239196777,True
event::2018_1004027__event_003,event,50046,2018_1004027__event_003,3567,2018_1004027,ドン・キホーテ 多摩瑞穂店,Discount Store,2018-04-24 12:11:00,Fussa,むさし野3-11-3,35.75673274424354,139.34206940324736,True
event::2018_1004028__event_001,event,50046,2018_1004028__event_001,3960,2018_1004028,バリーコーポレーション,Auto Workshop,2018-04-28 09:05:00,Fussa,双葉町2-20-52,35.75909872954084,139.3358189609522,True
event::2018_1004028__event_002,event,50046,2018_1004028__event_002,311,2018_1004028,TSUTAYA 昭島店,Bookstore,2018-04-28 09:58:00,Fussa,松原町1-5-14,35.71358889321611,139.35686747932016,True
event::2018_1004033__event_001,event,50046,2018_1004033__event_001,4,2018_1004033,昭島駅 (Akishima Sta.),Train Station,2018-05-05 08:52:00,Fussa,昭和町2-1-10,35.71341082759238,139.36115293563006,True
event::2018_1004033__event_002,event,50046,2018_1004033__event_002,35,2018_1004033,高尾駅 (Takao Sta.),Train Station,2018-05-05 16:45:00,Hachiōji,高尾町/初沢町,35.642412535750246,139.28288798022228,True
event::2018_1004044__event_001,event,50046,2018_1004044__event_001,31,2018_1004044,ジョイフル本田,Furniture / Home Store,2018-06-08 10:11:00,Fussa,殿ケ谷442,35.760225941206684,139.358292554971,True
event::2018_1004044__event_002,event,50046,2018_1004044__event_002,158,2018_1004044,西友 福生店,Supermarket,2018-06-08 12:37:00,Fussa,東町5-1,35.742865858657346,139.3281601243152,True
event::2018_1004046__event_001,event,50046,2018_1004046__event_001,4543,2018_1004046,町田商店 城山店,Ramen Restaurant,2018-06-15 12:54:00,Hachiōji,緑区原宿2-10-4,35.597259910396374,139.3114260486873,True
event::2018_1004046__event_002,event,50046,2018_1004046__event_002,3812,2018_1004046,竜泉寺の湯 八王子みなみ野店,Spa,2018-06-15 15:48:00,Hachiōji,片倉町3505,35.64055538316099,139.33283828433653,True
event::2018_1004048__event_001,event,50046,2018_1004048__event_001,31,2018_1004048,ジョイフル本田,Furniture / Home Store,2018-07-01 09:13:00,Fussa,殿ケ谷442,35.760225941206684,139.358292554971,True
event::2018_1004048__event_002,event,50046,2018_1004048__event_002,2093,2018_1004048,ラーメン五ノ神,Ramen Restaurant,2018-07-01 10:19:00,Fussa,五ノ神4-6-9,35.76103997319449,139.31607825227087,True
event::2018_1004049__event_001,event,50046,2018_1004049__event_001,999,2018_1004049,丸亀製麺,Udon Restaurant,2018-07-02 10:26:00,Fussa,福生1067-5,35.7436748,139.3246377,True
event::2018_1004049__event_002,event,50046,2018_1004049__event_002,148,2018_1004049,福生駅 (Fussa Sta.),Train Station,2018-07-02 14:25:00,Fussa,本町137,35.742284490234205,139.3280192636421,True
event::2018_1004052__event_001,event,50046,2018_1004052__event_001,783,2018_1004052,羽村市役所,City Hall,2018-07-13 00:28:00,Fussa,緑ヶ丘5-2-1,35.76737727131013,139.31115379879412,True
event::2018_1004052__event_002,event,50046,2018_1004052__event_002,3932,2018_1004052,来来亭 青梅店,Ramen Restaurant,2018-07-13 03:23:00,Fussa,新町7-2,35.78468889138269,139.31290228015934,True
event::2018_1004054__event_001,event,50046,2018_1004054__event_001,311,2018_1004054,TSUTAYA 昭島店,Bookstore,2018-07-15 09:12:00,Fussa,松原町1-5-14,35.71358889321611,139.35686747932016,True
event::2018_1004054__event_002,event,50046,2018_1004054__event_002,2632,2018_1004054,カッパ64,Ramen Restaurant,2018-07-15 09:40:00,Fussa,北田園1-6-9,35.732916624891494,139.32561398406207,True
event::2018_1004056__event_001,event,50046,2018_1004056__event_001,325,2018_1004056,ケーズデンキ 昭島店,Electronics Store,2018-08-05 11:44:00,Fussa,つつじが丘2-8-25,35.71425006735572,139.36595614522173,True
event::2018_1004056__event_002,event,50046,2018_1004056__event_002,2093,2018_1004056,ラーメン五ノ神,Ramen Restaurant,2018-08-05 13:06:00,Fussa,五ノ神4-6-9,35.76103997319449,139.31607825227087,True
event::2018_1004059__event_001,event,50046,2018_1004059__event_001,1751,2018_1004059,スーパーオートバックス SA羽村店,Automotive Shop,2018-08-18 01:59:00,Fussa,神明台4-1-1,35.75821795549495,139.3265080142437,True
event::2018_1004059__event_002,event,50046,2018_1004059__event_002,31,2018_1004059,ジョイフル本田,Furniture / Home Store,2018-08-18 09:29:00,Fussa,殿ケ谷442,35.760225941206684,139.358292554971,True
event::2018_1004059__event_003,event,50046,2018_1004059__event_003,83,2018_1004059,イオンモール日の出,Shopping Mall,2018-08-18 11:25:00,Fussa,平井237-3,35.73477061492302,139.27481174119748,True
event::2018_1023510__event_001,event,51031,2018_1023510__event_001,1554,2018_1023510,スシロー,Sushi Restaurant,2017-10-10 11:19:00,Hachiōji,楢原町819-1,35.68732250185147,139.30474765598774,True
event::2018_1023510__event_002,event,51031,2018_1023510__event_002,539,2018_1023510,ロテン・ガーデン,Hot Spring,2017-10-10 12:50:00,Hachiōji,相原町358,35.609436,139.34454,True
event::2018_1023513__event_001,event,51031,2018_1023513__event_001,2275,2018_1023513,トヨタモビリティパーツ 多摩営業所,Automotive Shop,2017-12-14 00:46:00,Fussa,末広町1-2-5,35.77795535750521,139.30989225043646,True
event::2018_1023513__event_002,event,51031,2018_1023513__event_002,3259,2018_1023513,アストロプロダクツ 青梅店,Hardware Store,2017-12-14 01:38:00,Fussa,新町4-21-5,35.786246563405086,139.30670841079385,True
event::2018_1023513__event_003,event,51031,2018_1023513__event_003,694,2018_1023513,池谷精肉店,Ramen Restaurant,2017-12-14 03:01:00,Fussa,秋川1-2-5,35.72834459926376,139.28871400659625,True
event::2018_1023514__event_001,event,51031,2018_1023514__event_001,4230,2018_1023514,イーアス高尾,Shopping Mall,2017-12-20 04:02:00,Hachiōji,東浅川町550-1,35.642822,139.289156,True
event::2018_1023514__event_002,event,51031,2018_1023514__event_002,3812,2018_1023514,竜泉寺の湯 八王子みなみ野店,Spa,2017-12-20 11:11:00,Hachiōji,片倉町3505,35.64055538316099,139.33283828433653,True
event::2018_1023516__event_001,event,51031,2018_1023516__event_001,584,2018_1023516,CAREZZA 八王子店,Automotive Shop,2018-01-07 05:24:00,Hachiōji,左入町749-1,35.6777383435228,139.33580584794746,True
event::2018_1023516__event_002,event,51031,2018_1023516__event_002,705,2018_1023516,ケーヨーデイツー 楢原店,Furniture / Home Store,2018-01-07 05:49:00,Hachiōji,楢原町1818-15,35.68699631440366,139.30702083838702,True
event::2018_1023517__event_001,event,51031,2018_1023517__event_001,1221,2018_1023517,ラウンドワン 八王子店,Bowling Alley,2018-01-20 06:38:00,Hachiōji,万町53-1,35.65185215714851,139.33357385609872,True
event::2018_1023517__event_002,event,51031,2018_1023517__event_002,625,2018_1023517,ゆきむら亭 八王子店,Ramen Restaurant,2018-01-20 10:02:00,Hachiōji,片倉町489-4,35.643026272424216,139.33933509205818,True
event::2018_1023518__event_001,event,51031,2018_1023518__event_001,170,2018_1023518,西八王子駅 (Nishi-Hachiōji Sta.) (JC23),Train Station,2018-02-03 00:43:00,Hachiōji,千人町2-21-1,35.65675124866591,139.31254565812011,True
event::2018_1023518__event_002,event,51031,2018_1023518__event_002,2,2018_1023518,八王子駅 (Hachiōji Sta.),Train Station,2018-02-03 00:55:00,Hachiōji,旭町1-1,35.65561,139.3389,True
event::2018_1023518__event_003,event,51031,2018_1023518__event_003,25,2018_1023518,八王子みなみ野駅 (Hachiōjiminamino Sta.),Train Station,2018-02-03 01:05:00,Hachiōji,みなみ野1-1-1,35.631220779039005,139.33104367558497,True
event::2018_1023519__event_001,event,51031,2018_1023519__event_001,83,2018_1023519,イオンモール日の出,Shopping Mall,2018-02-11 09:40:00,Fussa,平井237-3,35.73477061492302,139.27481174119748,True
event::2018_1023519__event_002,event,51031,2018_1023519__event_002,1398,2018_1023519,すき家,Donburi Restaurant,2018-02-11 10:53:00,Fussa,秋留2-1-5,35.72300818300354,139.29635401466462,True
event::2018_1023521__event_001,event,51031,2018_1023521__event_001,83,2018_1023521,イオンモール日の出,Shopping Mall,2018-02-24 11:09:00,Fussa,平井237-3,35.73477061492302,139.27481174119748,True
event::2018_1023521__event_002,event,51031,2018_1023521__event_002,4605,2018_1023521,,Home (private),2018-02-24 15:46:00,Hachiōji,,,,True
event::2018_1023522__event_001,event,51031,2018_1023522__event_001,83,2018_1023522,イオンモール日の出,Shopping Mall,2018-02-25 10:02:00,Fussa,平井237-3,35.73477061492302,139.27481174119748,True
event::2018_1023522__event_002,event,51031,2018_1023522__event_002,4605,2018_1023522,,Home (private),2018-02-25 12:32:00,Hachiōji,,,,True
event::2018_1023524__event_001,event,51031,2018_1023524__event_001,4605,2018_1023524,,Home (private),2018-03-02 23:02:00,Hachiōji,,,,True
event::2018_1023524__event_002,event,51031,2018_1023524__event_002,2087,2018_1023524,オザム,Supermarket,2018-03-03 04:00:00,Hachiōji,諏訪町499,35.680485754931105,139.2953501538519,True
event::2018_1023525__event_001,event,51031,2018_1023525__event_001,4230,2018_1023525,イーアス高尾,Shopping Mall,2018-03-04 10:57:00,Hachiōji,東浅川町550-1,35.642822,139.289156,True
event::2018_1023525__event_002,event,51031,2018_1023525__event_002,4605,2018_1023525,,Home (private),2018-03-04 12:20:00,Hachiōji,,,,True
event::2018_1023527__event_001,event,51031,2018_1023527__event_001,2087,2018_1023527,オザム,Supermarket,2018-03-08 11:31:00,Hachiōji,諏訪町499,35.680485754931105,139.2953501538519,True
event::2018_1023527__event_002,event,51031,2018_1023527__event_002,4605,2018_1023527,,Home (private),2018-03-08 11:47:00,Hachiōji,,,,True
event::2018_1023532__event_001,event,51031,2018_1023532__event_001,2335,2018_1023532,公立阿伎留医療センター,Medical Center,2018-03-18 13:17:00,Fussa,引田78-1,35.7318041483671,139.27216713593276,True
event::2018_1023532__event_002,event,51031,2018_1023532__event_002,4605,2018_1023532,,Home (private),2018-03-18 14:28:00,Hachiōji,,,,True
event::2018_1023533__event_001,event,51031,2018_1023533__event_001,1837,2018_1023533,八王子市立元木小学校,Elementary School,2018-03-22 00:10:00,Hachiōji,下恩方町515-1,35.68100475222379,139.2645052805863,True
event::2018_1023533__event_002,event,51031,2018_1023533__event_002,4605,2018_1023533,,Home (private),2018-03-22 03:45:00,Hachiōji,,,,True
event::2018_1023533__event_003,event,51031,2018_1023533__event_003,83,2018_1023533,イオンモール日の出,Shopping Mall,2018-03-22 04:50:00,Fussa,平井237-3,35.73477061492302,139.27481174119748,True
event::2018_1023534__event_001,event,51031,2018_1023534__event_001,762,2018_1023534,セブンイレブン 八王子大楽寺店,Convenience Store,2018-03-30 22:35:00,Hachiōji,大楽寺町148-1,35.678886311670965,139.28210573268188,True
event::2018_1023534__event_002,event,51031,2018_1023534__event_002,2031,2018_1023534,駒木野病院,Hospital,2018-03-31 04:34:00,Hachiōji,裏高尾町273,35.6407226528727,139.26854090322345,True
event::2018_1023537__event_001,event,51031,2018_1023537__event_001,762,2018_1023537,セブンイレブン 八王子大楽寺店,Convenience Store,2018-04-14 02:45:00,Hachiōji,大楽寺町148-1,35.678886311670965,139.28210573268188,True
event::2018_1023537__event_002,event,51031,2018_1023537__event_002,4605,2018_1023537,,Home (private),2018-04-14 02:56:00,Hachiōji,,,,True
event::2018_1023537__event_003,event,51031,2018_1023537__event_003,4230,2018_1023537,イーアス高尾,Shopping Mall,2018-04-14 10:26:00,Hachiōji,東浅川町550-1,35.642822,139.289156,True
event::2018_1023537__event_004,event,51031,2018_1023537__event_004,646,2018_1023537,蔦屋書店 八王子楢原店,Bookstore,2018-04-14 12:00:00,Hachiōji,楢原町819-1,35.68735410412248,139.30474550350675,True
event::2018_1023538__event_001,event,51031,2018_1023538__event_001,762,2018_1023538,セブンイレブン 八王子大楽寺店,Convenience Store,2018-04-20 09:03:00,Hachiōji,大楽寺町148-1,35.678886311670965,139.28210573268188,True
event::2018_1023538__event_002,event,51031,2018_1023538__event_002,1554,2018_1023538,スシロー,Sushi Restaurant,2018-04-20 11:42:00,Hachiōji,楢原町819-1,35.68732250185147,139.30474765598774,True
event::2018_1023540__event_001,event,51031,2018_1023540__event_001,86,2018_1023540,イオンモールむさし村山,Shopping Mall,2018-04-22 04:55:00,Fussa,榎1-1-3,35.7465645056559,139.3847680091858,True
event::2018_1023540__event_002,event,51031,2018_1023540__event_002,1055,2018_1023540,エコスたいらや 西寺方店,Supermarket,2018-04-22 12:45:00,Hachiōji,西寺方町482-1,35.678032189902545,139.27021622657776,True
event::2018_1023541__event_001,event,51031,2018_1023541__event_001,4605,2018_1023541,,Home (private),2018-04-27 22:41:00,Hachiōji,,,,True
event::2018_1023541__event_002,event,51031,2018_1023541__event_002,2031,2018_1023541,駒木野病院,Hospital,2018-04-28 03:32:00,Hachiōji,裏高尾町273,35.6407226528727,139.26854090322345,True
event::2018_1023542__event_001,event,51031,2018_1023542__event_001,4030,2018_1023542,理容 cut-A 八王子西店,Salon / Barbershop,2018-04-30 05:34:00,Hachiōji,諏訪町31,35.677471,139.286637,True
event::2018_1023542__event_002,event,51031,2018_1023542__event_002,705,2018_1023542,ケーヨーデイツー 楢原店,Furniture / Home Store,2018-04-30 08:10:00,Hachiōji,楢原町1818-15,35.68699631440366,139.30702083838702,True
event::2018_1023542__event_003,event,51031,2018_1023542__event_003,4605,2018_1023542,,Home (private),2018-04-30 08:34:00,Hachiōji,,,,True
event::2018_1023542__event_004,event,51031,2018_1023542__event_004,587,2018_1023542,サイゼリヤ,Italian Restaurant,2018-04-30 12:05:00,Hachiōji,楢原町461,35.68029428559444,139.30776802437668,True
event::2018_1023543__event_001,event,51031,2018_1023543__event_001,3503,2018_1023543,箱根ヶ崎バス停,Bus Stop,2018-05-01 00:49:00,Fussa,,35.76732644586304,139.34966449562046,True
event::2018_1023543__event_002,event,51031,2018_1023543__event_002,31,2018_1023543,ジョイフル本田,Furniture / Home Store,2018-05-01 00:57:00,Fussa,殿ケ谷442,35.760225941206684,139.358292554971,True
event::2018_1033000__event_001,event,51516,2018_1033000__event_001,431,2018_1033000,昭和シェル石油 セルフ八王子北野SS,Gas Station,2017-10-08 15:37:00,Hachiōji,北野町581-1,35.648430619077,139.35859939987563,False
event::2018_1033000__event_002,event,51516,2018_1033000__event_002,542,2018_1033000,大垂水峠,Road,2017-10-08 16:19:00,Hachiōji,南浅川町 / 緑区千木良,35.620231595065555,139.22699799616558,False
event::2018_1033007__event_001,event,51516,2018_1033007__event_001,2557,2018_1033007,大進亭,Chinese Restaurant,2017-10-29 09:35:00,Hachiōji,大楽寺町184,35.67820202223888,139.28388542549857,False
event::2018_1033007__event_002,event,51516,2018_1033007__event_002,1451,2018_1033007,八王子郵便局,Post Office,2017-10-29 10:34:00,Hachiōji,大和田町7-21-1,35.66673220677829,139.34072705309705,False
event::2018_1033007__event_003,event,51516,2018_1033007__event_003,300,2018_1033007,八王子IC,Road,2017-10-29 10:46:00,Hachiōji,宇津木町 287-1,35.676494,139.347835,False
event::2018_1033007__event_004,event,51516,2018_1033007__event_004,1040,2018_1033007,八王子本線料金所,Toll Booth,2017-10-29 10:48:00,Hachiōji,宇津木町344-1,35.67650703093621,139.3478286266327,False
event::2018_1033010__event_001,event,51516,2018_1033010__event_001,569,2018_1033010,元橋本交差点,Intersection,2017-11-04 13:42:00,Hachiōji,緑区元橋本町,35.601525,139.338924,False
event::2018_1033010__event_002,event,51516,2018_1033010__event_002,1000,2018_1033010,昭和シェル石油 セルフ相原SS,Gas Station,2017-11-04 13:55:00,Hachiōji,相原町3351,35.61063461756557,139.29555469689925,False
event::2018_1033010__event_003,event,51516,2018_1033010__event_003,2842,2018_1033010,高尾山インター入口交差点,Intersection,2017-11-04 14:03:00,Hachiōji,南浅川町,35.623112,139.263268,False
event::2018_1033014__event_001,event,51516,2018_1033014__event_001,431,2018_1033014,昭和シェル石油 セルフ八王子北野SS,Gas Station,2017-11-18 12:43:00,Hachiōji,北野町581-1,35.648430619077,139.35859939987563,False
event::2018_1033014__event_002,event,51516,2018_1033014__event_002,3812,2018_1033014,竜泉寺の湯 八王子みなみ野店,Spa,2017-11-18 14:34:00,Hachiōji,片倉町3505,35.64055538316099,139.33283828433653,False
event::2018_1033014__event_003,event,51516,2018_1033014__event_003,2235,2018_1033014,青山交差点,Intersection,2017-11-18 15:50:00,Hachiōji,緑区青山,35.581181413168395,139.23144200812243,False
